&nbsp;   
__Top 100 Player and what they play__   
               
||Rating|Spec|Player| 
| 660 | 3247 | ❤️‍🩹⚪ Priest Discipline | [Señorvåc](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/señorvåc) |          
| 661 | 3247 | ⚔️⚪ Priest Shadow | [Disemble](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/disemble) |          
| 662 | 3247 | ⚔️🔵 Shaman Enhancement | [Taowth](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/taowth) |          
| 663 | 3245 | ⚔️🟠 Druid Feral | [Sleepygaryx](https://worldofwarcraft.blizzard.com/en-us/character/us/bleeding-hollow/sleepygaryx) |          
| 664 | 3245 | ⚔️🦖 Hunter Beastmastery | [Lilßallz](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/lilßallz) |          
| 665 | 3245 | ❤️‍🩹🌸 Paladin Holy | [Borngoodsix](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/borngoodsix) |          
| 666 | 3245 | ⚔️🔵 Shaman Elemental | [Piffzorz](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/piffzorz) |          
| 667 | 3245 | ⚔️🔮 Warlock Affliction | [Chanibad](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/chanibad) |          
| 668 | 3244 | ⚔️🐉 Evoker Devastation | [Chun](https://worldofwarcraft.blizzard.com/en-us/character/us/malganis/chun) |          
| 669 | 3244 | ⚔️🦖 Hunter Beastmastery | [Kormas](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/kormas) |          
| 670 | 3244 | ⚔️🦖 Hunter Marksmanship | [Drnomercy](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/drnomercy) |          
| 671 | 3243 | ⚔️🧊 Mage Fire | [Xaryu](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/xaryu) |          
| 672 | 3243 | ⚔️🔵 Shaman Elemental | [Shroomconsmr](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/shroomconsmr) |          
| 673 | 3243 | ⚔️🔮 Warlock Demonology | [Hdys](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/hdys) |          
| 674 | 3243 | ⚔️🔮 Warlock Demonology | [Bigfatballz](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/bigfatballz) |          
| 675 | 3242 | ❤️‍🩹🟠 Druid Restoration | [Cåmpßéíì](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/cåmpßéíì) |          
| 676 | 3242 | ❤️‍🩹🍺 Monk Mistweaver | [Treysongz](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/treysongz) |          
| 677 | 3242 | ⚔️🌸 Paladin Retribution | [Hayden](https://worldofwarcraft.blizzard.com/en-us/character/us/stormscale/hayden) |          
| 678 | 3242 | ⚔️🟡 Rogue Subtlety | [Clownvish](https://worldofwarcraft.blizzard.com/en-us/character/us/dalaran/clownvish) |          
| 679 | 3242 | ⚔️🟡 Rogue Subtlety | [Illmatíc](https://worldofwarcraft.blizzard.com/en-us/character/us/kelthuzad/illmatíc) |          
| 680 | 3242 | ⚔️🟤️ Warrior Arms | [Bolobuffle](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/bolobuffle) |          
| 681 | 3241 | ❤️‍🩹🟠 Druid Restoration | [Hxm](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/hxm) |          
| 682 | 3241 | ⚔️🦖 Hunter Beastmastery | [Togrok](https://worldofwarcraft.blizzard.com/en-us/character/us/madoran/togrok) |          
| 683 | 3239 | ❤️‍🩹🌸 Paladin Holy | [Sct](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/sct) |          
| 684 | 3239 | ⚔️🌸 Paladin Retribution | [Møemøeda](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/møemøeda) |          
| 685 | 3239 | ❤️‍🩹⚪ Priest Discipline | [Creamedcorn](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/creamedcorn) |          
| 686 | 3239 | ⚔️🔮 Warlock Demonology | [Soulrulerxc](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/soulrulerxc) |          
| 687 | 3238 | ⚔️🦖 Hunter Beastmastery | [Justforfunxx](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/justforfunxx) |          
| 688 | 3238 | ⚔️🔮 Warlock Destruction | [Kriix](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/kriix) |          
| 689 | 3237 | ⚔️🔮 Deathknight Unholy | [Flarky](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/flarky) |          
| 690 | 3237 | ⚔️🔮 Demonhunter Havoc | [Xcf](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/xcf) |          
| 691 | 3237 | ⚔️🦖 Hunter Survival | [Aimbotmir](https://worldofwarcraft.blizzard.com/en-us/character/us/zuljin/aimbotmir) |          
| 692 | 3237 | ⚔️🔵 Shaman Elemental | [Cubedmind](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/cubedmind) |          
| 693 | 3237 | ⚔️🔵 Shaman Elemental | [Humorqt](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/humorqt) |          
| 694 | 3237 | ⚔️🔵 Shaman Elemental | [Novoz](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/novoz) |          
| 695 | 3236 | ⚔️🔵 Demonhunter Havoc | [Croches](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/croches) |          
| 696 | 3236 | ⚔️🦖 Hunter Beastmastery | [Sensitivthug](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/sensitivthug) |          
| 697 | 3236 | ⚔️🌸 Paladin Retribution | [Roundhere](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/roundhere) |          
| 698 | 3234 | ❤️‍🩹🟠 Druid Restoration | [Albafic](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/albafic) |          
| 699 | 3234 | ❤️‍🩹🟠 Druid Restoration | [Garbagedruid](https://worldofwarcraft.blizzard.com/en-us/character/us/scilla/garbagedruid) |          
| 700 | 3234 | ⚔️🌸 Paladin Retribution | [Táçô](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/táçô) |          
| 701 | 3233 | ⚔️🐉 Evoker Devastation | [Teriarch](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/teriarch) |          
| 702 | 3233 | ❤️‍🩹🐉 Evoker Preservation | [Garbagevoker](https://worldofwarcraft.blizzard.com/en-us/character/us/scilla/garbagevoker) |          
| 703 | 3233 | ⚔️🌸 Paladin Retribution | [Liofa](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/liofa) |          
| 704 | 3232 | ⚔️🔮 Warlock Destruction | [Aøzaki](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/aøzaki) |          
| 705 | 3231 | ❤️‍🩹🍺 Monk Mistweaver | [Slunkz](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/slunkz) |          
| 706 | 3230 | ❤️‍🩹🟠 Druid Restoration | [Sanlunainiu](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/sanlunainiu) |          
| 707 | 3230 | ⚔️🟤️ Warrior Arms | [Ruzok](https://worldofwarcraft.blizzard.com/en-us/character/us/frostmourne/ruzok) |          
| 708 | 3229 | ⚔️🦖 Hunter Marksmanship | [Alansho](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/alansho) |          
| 709 | 3229 | ❤️‍🩹🌸 Paladin Holy | [Tmborn](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/tmborn) |          
| 710 | 3229 | ⚔️🔮 Warlock Demonology | [Patoquenn](https://worldofwarcraft.blizzard.com/en-us/character/us/azralon/patoquenn) |          
| 711 | 3228 | ⚔️🌸 Paladin Retribution | [Danthaman](https://worldofwarcraft.blizzard.com/en-us/character/us/blackrock/danthaman) |          
| 712 | 3227 | ⚔️🦖 Hunter Marksmanship | [Fma](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/fma) |          
| 713 | 3227 | ⚔️🦖 Hunter Marksmanship | [Gdhotdog](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/gdhotdog) |          
| 714 | 3227 | ❤️‍🩹🌸 Paladin Holy | [Sckbt](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/sckbt) |          
| 715 | 3227 | ⚔️🟤️ Warrior Arms | [Río](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/río) |          
| 716 | 3226 | ⚔️🟤️ Demonhunter Havoc | [Ehtend](https://worldofwarcraft.blizzard.com/en-us/character/us/malganis/ehtend) |          
| 717 | 3226 | ⚔️🟠 Druid Balance | [Bobthehefty](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/bobthehefty) |          
| 718 | 3226 | ❤️‍🩹🍺 Monk Mistweaver | [Gnomus](https://worldofwarcraft.blizzard.com/en-us/character/us/spinebreaker/gnomus) |          
| 719 | 3226 | ⚔️🟡 Rogue Assassination | [Wowcode](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/wowcode) |          
| 720 | 3225 | ❤️‍🩹⚪ Priest Discipline | [Cub](https://worldofwarcraft.blizzard.com/en-us/character/us/darkspear/cub) |          
| 721 | 3225 | ⚔️🟤️ Warrior Arms | [Smexxin](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/smexxin) |          
| 722 | 3224 | ⚔️🔮 Warlock Destruction | [Blodrain](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/blodrain) |          
| 723 | 3223 | ⚔️🟠 Druid Balance | [Aquariusl](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/aquariusl) |          
| 724 | 3223 | ⚔️🦖 Hunter Marksmanship | [Aeradyl](https://worldofwarcraft.blizzard.com/en-us/character/us/wyrmrest-accord/aeradyl) |          
| 725 | 3223 | ⚔️⚪ Priest Shadow | [Geovanni](https://worldofwarcraft.blizzard.com/en-us/character/us/barthilas/geovanni) |          
| 726 | 3223 | ⚔️🔮 Warlock Destruction | [Maldivà](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/maldivà) |          
| 727 | 3222 | ⚔️🔮 Deathknight Unholy | [Kciktep](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/kciktep) |          
| 728 | 3222 | ⚔️🦖 Hunter Beastmastery | [Zarnick](https://worldofwarcraft.blizzard.com/en-us/character/us/frostwolf/zarnick) |          
| 729 | 3222 | ⚔️🔵 Shaman Elemental | [Shasini](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/shasini) |          
| 730 | 3221 | ⚔️🔵 Shaman Elemental | [Fwwtyh](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/fwwtyh) |          
| 731 | 3220 | ⚔️🟠 Druid Balance | [Dipimeow](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/dipimeow) |          
| 732 | 3220 | ⚔️🦖 Hunter Beastmastery | [Deddster](https://worldofwarcraft.blizzard.com/en-us/character/us/zuljin/deddster) |          
| 733 | 3220 | ⚔️🧊 Mage Fire | [Aegx](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/aegx) |          
| 734 | 3220 | ⚔️🧊 Mage Frost | [Valériemeow](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/valériemeow) |          
| 735 | 3220 | ⚔️🟡 Rogue Assassination | [Øèg](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/øèg) |          
| 736 | 3220 | ⚔️🔵 Shaman Elemental | [Reppinsix](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/reppinsix) |          
| 737 | 3219 | ⚔️🐉 Evoker Devastation | [Whilefalse](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/whilefalse) |          
| 738 | 3219 | ❤️‍🩹🐉 Evoker Preservation | [Exrtj](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/exrtj) |          
| 739 | 3219 | ⚔️🌸 Paladin Retribution | [Expx](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/expx) |          
| 740 | 3219 | ⚔️⚪ Priest Shadow | [Madcuzyaknow](https://worldofwarcraft.blizzard.com/en-us/character/us/bleeding-hollow/madcuzyaknow) |          
| 741 | 3219 | ⚔️🟡 Rogue Outlaw | [Tmpikaboo](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/tmpikaboo) |          
| 742 | 3218 | ⚔️🔵 Shaman Enhancement | [Piffpoffpaff](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/piffpoffpaff) |          
| 743 | 3217 | ⚔️🧊 Mage Frost | [Sheepgodx](https://worldofwarcraft.blizzard.com/en-us/character/us/malganis/sheepgodx) |          
| 744 | 3217 | ⚔️🔵 Shaman Elemental | [Gkarz](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/gkarz) |          
| 745 | 3216 | ⚔️🦖 Hunter Survival | [Neverturtlex](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/neverturtlex) |          
| 746 | 3216 | ❤️‍🩹⚪ Priest Discipline | [Alexz](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/alexz) |          
| 747 | 3215 | ⚔️🟠 Druid Feral | [Bleeds](https://worldofwarcraft.blizzard.com/en-us/character/us/blackhand/bleeds) |          
| 748 | 3214 | ❤️‍🩹🟠 Druid Restoration | [Ïliìïlíìlïl](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/ïliìïlíìlïl) |          
| 749 | 3214 | ⚔️🦖 Hunter Beastmastery | [Joey](https://worldofwarcraft.blizzard.com/en-us/character/us/arathor/joey) |          
| 750 | 3214 | ⚔️🧊 Mage Fire | [Rmpenjoyerx](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/rmpenjoyerx) |          
| 751 | 3214 | ❤️‍🩹🌸 Paladin Holy | [Crapbag](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/crapbag) |          
| 752 | 3213 | ⚔️🟠 Druid Feral | [Bleedszc](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/bleedszc) |          
| 753 | 3213 | ❤️‍🩹🟠 Druid Restoration | [Devistonia](https://worldofwarcraft.blizzard.com/en-us/character/us/moon-guard/devistonia) |          
| 754 | 3213 | ⚔️🟤️ Warrior Arms | [Mesw](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/mesw) |          
| 755 | 3212 | ⚔️🟠 Druid Feral | [Foxmeowz](https://worldofwarcraft.blizzard.com/en-us/character/us/blackwater-raiders/foxmeowz) |          
| 756 | 3212 | ❤️‍🩹🌸 Paladin Holy | [Shouldbeok](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/shouldbeok) |          
| 757 | 3211 | ⚔️🌸 Demonhunter Havoc | [Jerryer](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/jerryer) |          
| 758 | 3211 | ⚔️🟠 Druid Balance | [Starfail](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/starfail) |          
| 759 | 3211 | ⚔️🌸 Paladin Retribution | [Jxke](https://worldofwarcraft.blizzard.com/en-us/character/us/barthilas/jxke) |          
| 760 | 3211 | ⚔️🟤️ Warrior Arms | [Zemi](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/zemi) |          
| 761 | 3210 | ⚔️🦖 Hunter Beastmastery | [Jaywuz](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/jaywuz) |          
| 762 | 3210 | ⚔️🦖 Hunter Beastmastery | [Malvnfresh](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/malvnfresh) |          
| 763 | 3210 | ❤️‍🩹🍺 Monk Mistweaver | [Parodies](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/parodies) |          
| 764 | 3210 | ⚔️🔮 Warlock Demonology | [Roopx](https://worldofwarcraft.blizzard.com/en-us/character/us/bleeding-hollow/roopx) |          
| 765 | 3209 | ⚔️🔮 Demonhunter Havoc | [Kãppã](https://worldofwarcraft.blizzard.com/en-us/character/us/kelthuzad/kãppã) |          
| 766 | 3209 | ⚔️🔮 Demonhunter Havoc | [Norolemodelz](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/norolemodelz) |          
| 767 | 3209 | ⚔️🦖 Hunter Beastmastery | [Pxrý](https://worldofwarcraft.blizzard.com/en-us/character/us/drenden/pxrý) |          
| 768 | 3209 | ⚔️🌸 Paladin Retribution | [Cringevish](https://worldofwarcraft.blizzard.com/en-us/character/us/dalaran/cringevish) |          
| 769 | 3209 | ⚔️🌸 Paladin Retribution | [Luosiding](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/luosiding) |          
| 770 | 3209 | ⚔️🔮 Warlock Demonology | [Patoanão](https://worldofwarcraft.blizzard.com/en-us/character/us/azralon/patoanão) |          
| 771 | 3208 | ⚔️🦖 Hunter Survival | [Jésús](https://worldofwarcraft.blizzard.com/en-us/character/us/dalaran/jésús) |          
| 772 | 3207 | ⚔️🦖 Hunter Survival | [Willýy](https://worldofwarcraft.blizzard.com/en-us/character/us/magtheridon/willýy) |          
| 773 | 3207 | ⚔️🔵 Shaman Elemental | [Bloontznween](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/bloontznween) |          
| 774 | 3206 | ⚔️🟠 Druid Feral | [Chin](https://worldofwarcraft.blizzard.com/en-us/character/us/ysera/chin) |          
| 775 | 3206 | ❤️‍🩹🟠 Druid Restoration | [Nikotser](https://worldofwarcraft.blizzard.com/en-us/character/us/dreadmaul/nikotser) |          
| 776 | 3206 | ❤️‍🩹🟠 Druid Restoration | [Linful](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/linful) |          
| 777 | 3206 | ❤️‍🩹🐉 Evoker Preservation | [Friedwings](https://worldofwarcraft.blizzard.com/en-us/character/us/wyrmrest-accord/friedwings) |          
| 778 | 3206 | ⚔️🦖 Hunter Beastmastery | [Zhangweishe](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/zhangweishe) |          
| 779 | 3206 | ⚔️🦖 Hunter Beastmastery | [Ashx](https://worldofwarcraft.blizzard.com/en-us/character/us/nemesis/ashx) |          
| 780 | 3205 | ⚔️🦖 Hunter Beastmastery | [Yuckyy](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/yuckyy) |          
| 781 | 3205 | ⚔️🧊 Mage Frost | [Vampìrelolz](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/vampìrelolz) |          
| 782 | 3204 | ⚔️🟠 Druid Feral | [Emotionally](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/emotionally) |          
| 783 | 3204 | ❤️‍🩹🍺 Monk Mistweaver | [Slunkss](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/slunkss) |          
| 784 | 3204 | ⚔️🔮 Warlock Demonology | [Rycho](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/rycho) |          
| 785 | 3204 | ⚔️🔮 Warlock Demonology | [Xygg](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/xygg) |          
| 786 | 3204 | ⚔️🔮 Warlock Destruction | [Relamue](https://worldofwarcraft.blizzard.com/en-us/character/us/kelthuzad/relamue) |          
| 787 | 3202 | ⚔️🟠 Druid Balance | [Nåpes](https://worldofwarcraft.blizzard.com/en-us/character/us/frostmourne/nåpes) |          
| 788 | 3202 | ⚔️🟡 Rogue Subtlety | [Fotg](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/fotg) |          
| 789 | 3202 | ❤️‍🩹🔵 Shaman Restoration | [Kaská](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/kaská) |          
| 790 | 3201 | ⚔️🟠 Druid Balance | [Pogdad](https://worldofwarcraft.blizzard.com/en-us/character/us/wyrmrest-accord/pogdad) |          
| 791 | 3201 | ❤️‍🩹🟠 Druid Restoration | [Restobaby](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/restobaby) |          
| 792 | 3201 | ⚔️🦖 Hunter Beastmastery | [Fma](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/fma) |          
| 793 | 3200 | ⚔️🦖 Hunter Beastmastery | [Kamsina](https://worldofwarcraft.blizzard.com/en-us/character/us/barthilas/kamsina) |          
| 794 | 3200 | ❤️‍🩹🍺 Monk Mistweaver | [Õîóæðìðæôïôß](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/õîóæðìðæôïôß) |          
| 795 | 3200 | ⚔️🔮 Warlock Demonology | [Harambê](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/harambê) |          
| 796 | 3199 | ⚔️🍺 Monk Windwalker | [Primez](https://worldofwarcraft.blizzard.com/en-us/character/us/frostmourne/primez) |          
| 797 | 3199 | ⚔️🔵 Shaman Enhancement | [Cyclrin](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/cyclrin) |          
| 798 | 3199 | ⚔️🟤️ Warrior Arms | [Egoist](https://worldofwarcraft.blizzard.com/en-us/character/us/malganis/egoist) |          
| 799 | 3198 | ⚔️🟠 Druid Feral | [Notinsanity](https://worldofwarcraft.blizzard.com/en-us/character/us/proudmoore/notinsanity) |          
| 800 | 3198 | ⚔️🔮 Warlock Destruction | [Medusablood](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/medusablood) |          
| 801 | 3197 | ❤️‍🩹🟠 Druid Restoration | [Wëndell](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/wëndell) |          
| 802 | 3197 | ❤️‍🩹🐉 Evoker Preservation | [Vinygaar](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/vinygaar) |          
| 803 | 3197 | ⚔️🦖 Hunter Beastmastery | [Dudecow](https://worldofwarcraft.blizzard.com/en-us/character/us/malganis/dudecow) |          
| 804 | 3197 | ⚔️🟡 Rogue Subtlety | [Orihimesz](https://worldofwarcraft.blizzard.com/en-us/character/us/azralon/orihimesz) |          
| 805 | 3197 | ⚔️🔵 Shaman Elemental | [Fwwtyu](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/fwwtyu) |          
| 806 | 3196 | ⚔️🔵 Shaman Enhancement | [Musclebrain](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/musclebrain) |          
| 807 | 3196 | ❤️‍🩹🔵 Shaman Restoration | [Dqclap](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/dqclap) |          
| 808 | 3196 | ⚔️🔮 Warlock Demonology | [Xadge](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/xadge) |          
| 809 | 3196 | ⚔️🟤️ Warrior Arms | [Cyybel](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/cyybel) |          
| 810 | 3194 | ⚔️🍺 Monk Windwalker | [Gothamonk](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/gothamonk) |          
| 811 | 3194 | ⚔️🔮 Warlock Demonology | [Ziffzy](https://worldofwarcraft.blizzard.com/en-us/character/us/emerald-dream/ziffzy) |          
| 812 | 3193 | ⚔️🍺 Monk Windwalker | [Kalvishww](https://worldofwarcraft.blizzard.com/en-us/character/us/dalaran/kalvishww) |          
| 813 | 3193 | ❤️‍🩹🌸 Paladin Holy | [Lilyc](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/lilyc) |          
| 814 | 3193 | ⚔️⚪ Priest Shadow | [Pbxx](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/pbxx) |          
| 815 | 3192 | ⚔️🔵 Shaman Elemental | [Nomcrush](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/nomcrush) |          
| 816 | 3192 | ⚔️🔮 Warlock Affliction | [Hasbihlla](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/hasbihlla) |          
| 817 | 3191 | ⚔️🐉 Evoker Devastation | [Firebreath](https://worldofwarcraft.blizzard.com/en-us/character/us/arthas/firebreath) |          
| 818 | 3191 | ❤️‍🩹🍺 Monk Mistweaver | [Wamitaz](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/wamitaz) |          
| 819 | 3191 | ❤️‍🩹⚪ Priest Discipline | [Bambiqt](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/bambiqt) |          
| 820 | 3191 | ⚔️🔵 Shaman Elemental | [Uchihàobito](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/uchihàobito) |          
| 821 | 3191 | ⚔️🔮 Warlock Demonology | [Melíná](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/melíná) |          
| 822 | 3189 | ❤️‍🩹🌸 Paladin Holy | [Badnold](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/badnold) |          
| 823 | 3189 | ❤️‍🩹⚪ Priest Discipline | [Ninbara](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/ninbara) |          
| 824 | 3189 | ⚔️🔵 Shaman Elemental | [Bmx](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/bmx) |          
| 825 | 3189 | ⚔️🔮 Warlock Destruction | [Yoyoyosup](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/yoyoyosup) |          
| 826 | 3187 | ⚔️🦖 Hunter Beastmastery | [Tøkÿöghøül](https://worldofwarcraft.blizzard.com/en-us/character/us/agamaggan/tøkÿöghøül) |          
| 827 | 3187 | ❤️‍🩹🍺 Monk Mistweaver | [Kickthesun](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/kickthesun) |          
| 828 | 3187 | ⚔️🔮 Warlock Demonology | [Lilmakhachev](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/lilmakhachev) |          
| 829 | 3186 | ❤️‍🩹🟠 Druid Restoration | [Lûshy](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/lûshy) |          
| 830 | 3185 | ⚔️🍺 Monk Windwalker | [Raphåel](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/raphåel) |          
| 831 | 3184 | ⚔️🦖 Hunter Beastmastery | [Wolfmastera](https://worldofwarcraft.blizzard.com/en-us/character/us/zuljin/wolfmastera) |          
| 832 | 3184 | ⚔️🔮 Warlock Demonology | [Bedtimes](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/bedtimes) |          
| 833 | 3183 | ⚔️🟤️ Warrior Arms | [Voostorm](https://worldofwarcraft.blizzard.com/en-us/character/us/kelthuzad/voostorm) |          
| 834 | 3181 | ⚔️🍺 Monk Windwalker | [Jwahker](https://worldofwarcraft.blizzard.com/en-us/character/us/malganis/jwahker) |          
| 835 | 3180 | ⚔️🔮 Warlock Destruction | [Khanald](https://worldofwarcraft.blizzard.com/en-us/character/us/greymane/khanald) |          
| 836 | 3180 | ⚔️🟤️ Warrior Arms | [Niulaoye](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/niulaoye) |          
| 837 | 3179 | ❤️‍🩹🔵 Shaman Restoration | [Kántok](https://worldofwarcraft.blizzard.com/en-us/character/us/quelthalas/kántok) |          
| 838 | 3178 | ⚔️🦖 Hunter Beastmastery | [Cuteorcgirl](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/cuteorcgirl) |          
| 839 | 3178 | ❤️‍🩹⚪ Priest Discipline | [Èfflux](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/èfflux) |          
| 840 | 3178 | ❤️‍🩹⚪ Priest Holy | [Plugwalk](https://worldofwarcraft.blizzard.com/en-us/character/us/thrall/plugwalk) |          
| 841 | 3178 | ⚔️🔵 Shaman Elemental | [Murasaza](https://worldofwarcraft.blizzard.com/en-us/character/us/drenden/murasaza) |          
| 842 | 3177 | ⚔️🔵 Demonhunter Havoc | [Croces](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/croces) |          
