||Rating|Spec|Player| 
| 857 | 3167 | warrior/arms | Hereagain |          
| 858 | 3166 | mage/arcane | Dopaminex |          
| 859 | 3166 | priest/discipline | Tarwow |          
| 860 | 3164 | hunter/beastmastery | Bhadbih |          
| 861 | 3163 | deathknight/unholy | Claudio |          
| 862 | 3163 | hunter/marksmanship | Aeradyl |          
| 863 | 3163 | mage/arcane | Oneschool |          
| 864 | 3163 | mage/fire | Ranj |          
| 865 | 3163 | monk/mistweaver | Woezx |          
| 866 | 3162 | monk/windwalker | Iloveabby |          
| 867 | 3162 | warlock/demonology | Turiggyjr |          
| 868 | 3162 | warlock/demonology | Labox |          
| 869 | 3161 | druid/balance | Notes |          
| 870 | 3161 | druid/feral | Elythria |          
| 871 | 3161 | druid/feral | Marvin |          
| 872 | 3161 | monk/windwalker | Primez |          
| 873 | 3161 | priest/shadow | Hbjp |          
| 874 | 3160 | hunter/survival | Buffmm |          
| 875 | 3160 | rogue/assassination | Ivanrah |          
| 876 | 3159 | hunter/beastmastery | Pathed |          
| 877 | 3159 | mage/arcane | Coolblue |          
| 878 | 3159 | warrior/arms | Mourrice |          
| 879 | 3158 | shaman/elemental | Palestina |          
| 880 | 3158 | shaman/elemental | Mammamiá |          
| 881 | 3157 | priest/discipline | Shadowvain |          
| 882 | 3157 | shaman/enhancement | Cyclrin |          
| 883 | 3157 | warlock/demonology | Ðuckworth |          
| 884 | 3156 | monk/mistweaver | Maxortiz |          
| 885 | 3156 | paladin/holy | Oldnbad |          
| 886 | 3155 | mage/frost | Rositajonez |          
| 887 | 3155 | monk/mistweaver | Booplefloofs |          
| 888 | 3155 | warlock/demonology | Isömetrics |          
| 889 | 3155 | warrior/arms | Kromew |          
| 890 | 3154 | shaman/restoration | Hotknifez |          
| 891 | 3153 | monk/mistweaver | Cbrewx |          
| 892 | 3153 | priest/discipline | Pxdx |          
| 893 | 3153 | priest/discipline | Hallak |          
| 894 | 3153 | warlock/demonology | Igniz |          
| 895 | 3152 | deathknight/frost | Pookr |          
| 896 | 3152 | druid/feral | Krelx |          
| 897 | 3152 | warlock/destruction | Diagnostic |          
| 898 | 3151 | hunter/beastmastery | Ashx |          
| 899 | 3151 | hunter/beastmastery | Dipiwolf |          
| 900 | 3151 | mage/frost | Vampìrelolz |          
| 901 | 3151 | monk/windwalker | Chopt |          
| 902 | 3151 | shaman/elemental | Xìó |          
| 903 | 3151 | warlock/destruction | Slipnslide |          
| 904 | 3149 | druid/feral | Kfcbeast |          
| 905 | 3149 | warlock/destruction | Nos |          
| 906 | 3148 | mage/fire | Dujnotlov |          
| 907 | 3148 | paladin/holy | Ðrägøñ |          
| 908 | 3148 | shaman/elemental | Bigdaddybrad |          
| 909 | 3148 | shaman/restoration | Krisuyo |          
| 910 | 3147 | druid/feral | Owd |          
| 911 | 3147 | mage/arcane | Jahmillipfp |          
| 912 | 3146 | deathknight/unholy | Flarkness |          
| 913 | 3146 | hunter/beastmastery | Ârtêmîs |          
| 914 | 3146 | warrior/arms | Lagzistance |          
| 915 | 3145 | monk/mistweaver | Rskmedaddy |          
| 916 | 3145 | monk/windwalker | Tugmaster |          
| 917 | 3145 | shaman/restoration | Beyoncé |          
| 918 | 3143 | druid/balance | Gspx |          
| 919 | 3143 | druid/feral | Waggs |          
| 920 | 3143 | rogue/assassination | Krusty |          
| 921 | 3143 | warrior/arms | Loosz |          
| 922 | 3142 | druid/feral | Loser |          
| 923 | 3142 | hunter/marksmanship | Zhangweishe |          
| 924 | 3141 | deathknight/unholy | Pookr |          
| 925 | 3141 | hunter/beastmastery | Córnell |          
| 926 | 3141 | mage/frost | Nightsaber |          
| 927 | 3141 | paladin/holy | Sckbt |          
| 928 | 3141 | shaman/enhancement | Whírlwínd |          
| 929 | 3140 | rogue/assassination | Ajúmma |          
| 930 | 3140 | shaman/elemental | Gkarz |          
| 931 | 3139 | demonhunter/havoc | Malakaizxy |          
| 932 | 3139 | druid/balance | Fisherz |          
| 933 | 3139 | druid/balance | Flapz |          
| 934 | 3139 | hunter/survival | Cndavyjones |          
| 935 | 3139 | warlock/demonology | Ðamndaddy |          
| 936 | 3138 | druid/balance | Moonfirebeam |          
| 937 | 3138 | warlock/destruction | Kingshane |          
| 938 | 3138 | warlock/destruction | Famelol |          
| 939 | 3137 | demonhunter/havoc | Revolutio |          
| 940 | 3137 | demonhunter/havoc | Sucio |          
| 941 | 3137 | hunter/beastmastery | Torghast |          
| 942 | 3137 | rogue/subtlety | Aiden |          
| 943 | 3137 | warlock/demonology | Neruvian |          
| 944 | 3137 | warlock/destruction | Décalisse |          
| 945 | 3136 | mage/fire | Pherixsw |          
| 946 | 3136 | mage/frost | Hogslop |          
| 947 | 3136 | warlock/destruction | Vugaddi |          
| 948 | 3135 | hunter/beastmastery | Flitt |          
| 949 | 3135 | warlock/demonology | Tvfazedorito |          
| 950 | 3133 | monk/mistweaver | Wippe |          
| 951 | 3133 | warlock/destruction | Ëlêvën |          
| 952 | 3132 | druid/feral | Chin |          
| 953 | 3132 | monk/mistweaver | Diâoshu |          
| 954 | 3132 | rogue/assassination | Abssai |          
| 955 | 3132 | warlock/demonology | Fat |          
| 956 | 3132 | warrior/arms | Gaetanw |          
| 957 | 3132 | warrior/arms | Crazyk |          
| 958 | 3131 | hunter/marksmanship | Warblez |          
| 959 | 3130 | paladin/holy | Zero |          
| 960 | 3130 | shaman/restoration | Miketheseal |          
| 961 | 3129 | demonhunter/havoc | Lemilion |          
| 962 | 3129 | druid/balance | Owl |          
| 963 | 3129 | rogue/subtlety | Loria |          
| 964 | 3129 | warlock/demonology | Chuckonomicz |          
| 965 | 3128 | rogue/assassination | Ymxxworld |          
| 966 | 3127 | monk/mistweaver | Mwgapper |          
| 967 | 3127 | warlock/destruction | Asalaviik |          
| 968 | 3126 | hunter/beastmastery | Maxiam |          
| 969 | 3126 | priest/holy | Iniquitatem |          
| 970 | 3126 | shaman/enhancement | Taowth |          
| 971 | 3125 | warlock/demonology | Warlocknroll |          
| 972 | 3124 | demonhunter/havoc | Thousandeye |          
| 973 | 3124 | mage/arcane | Rositajonez |          
| 974 | 3124 | shaman/restoration | Orochisháman |          
| 975 | 3124 | warrior/arms | Cýy |          
| 976 | 3123 | demonhunter/havoc | Sailtheskys |          
| 977 | 3123 | paladin/holy | Overwhelm |          
| 978 | 3123 | rogue/subtlety | Thompson |          
| 979 | 3123 | warlock/destruction | Daerde |          
| 980 | 3122 | evoker/preservation | Ðçßñÿåæéîùøð |          
| 981 | 3122 | evoker/preservation | Kwebab |          
| 982 | 3122 | rogue/subtlety | Joint |          
| 983 | 3122 | shaman/restoration | Illiteratex |          
| 984 | 3122 | warlock/demonology | Broccoleh |          
| 985 | 3122 | warrior/arms | Greentko |          
| 986 | 3120 | warlock/demonology | Thuglovex |          
| 987 | 3120 | warlock/demonology | Xyguoguo |          
| 988 | 3119 | druid/feral | Bleegblog |          
| 989 | 3119 | priest/discipline | Liminality |          
| 990 | 3119 | warlock/demonology | Michae |          
| 991 | 3119 | warlock/demonology | Ccona |          
| 992 | 3119 | warlock/destruction | Drakatattwo |          
| 993 | 3119 | warlock/destruction | Mømento |          
| 994 | 3119 | warlock/destruction | Rightwaylovê |          
| 995 | 3118 | hunter/beastmastery | Mamalluca |          
| 996 | 3118 | rogue/assassination | Spötty |          
| 997 | 3118 | warrior/arms | Strife |          
| 998 | 3117 | demonhunter/havoc | Luugsterian |          
| 999 | 3117 | hunter/beastmastery | Yuckyy |          
| 1000 | 3117 | paladin/holy | Dizl |          
| 1001 | 3117 | paladin/holy | Lilyc |          
| 1002 | 3117 | warlock/destruction | Sonwbaby |          
| 1003 | 3116 | evoker/preservation | Eszes |          
| 1004 | 3116 | rogue/subtlety | Galbirat |          
| 1005 | 3115 | mage/frost | Skillzy |          
| 1006 | 3115 | shaman/restoration | Rubmytots |          
| 1007 | 3115 | warlock/demonology | Yoyoyosup |          
| 1008 | 3114 | monk/mistweaver | Lowiebowie |          
| 1009 | 3114 | paladin/holy | Dråkz |          
| 1010 | 3114 | priest/shadow | Backhairbb |          
| 1011 | 3113 | demonhunter/havoc | Papalutio |          
| 1012 | 3113 | monk/windwalker | Doritopilot |          
| 1013 | 3113 | warlock/demonology | Conboi |          
| 1014 | 3113 | warlock/destruction | Laiquisha |          
| 1015 | 3113 | warrior/arms | Andi |          
| 1016 | 3112 | druid/restoration | Tôlik |          
| 1017 | 3112 | hunter/beastmastery | Jetskixoxo |          
| 1018 | 3112 | priest/discipline | Celestiah |          
| 1019 | 3111 | demonhunter/havoc | Xiaosu |          
| 1020 | 3111 | monk/mistweaver | Igriefidiots |          
| 1021 | 3111 | monk/windwalker | Merjimonk |          
| 1022 | 3111 | warlock/destruction | Thuglovex |          
| 1023 | 3111 | warlock/destruction | Novah |          
| 1024 | 3110 | warlock/demonology | Chanigay |          
| 1025 | 3109 | deathknight/unholy | Jef |          
| 1026 | 3109 | hunter/beastmastery | Kormas |          
| 1027 | 3109 | mage/fire | Dopaminex |          
| 1028 | 3108 | mage/fire | Taylorlol |          
| 1029 | 3108 | shaman/elemental | Mahoneys |          
| 1030 | 3108 | warlock/demonology | Wiredftw |          
| 1031 | 3108 | warlock/demonology | Instabilityx |          
| 1032 | 3107 | hunter/marksmanship | Córnell |          
| 1033 | 3107 | monk/mistweaver | Ringofpeace |          
| 1034 | 3106 | deathknight/frost | Frøstgødxêêk |          
| 1035 | 3106 | paladin/holy | Shouldbeok |          
| 1036 | 3106 | rogue/assassination | Ojoj |          
| 1037 | 3106 | shaman/restoration | Plewt |          
| 1038 | 3105 | druid/balance | Bobxd |          
| 1039 | 3105 | warlock/destruction | Woahlock |          
| 1040 | 3104 | deathknight/frost | Vigasick |          
| 1041 | 3103 | druid/balance | Cbark |          
| 1042 | 3103 | mage/fire | Volkazar |          
| 1043 | 3103 | monk/windwalker | Sean |          
| 1044 | 3103 | shaman/elemental | Lilys |          
| 1045 | 3103 | warrior/arms | Balboa |          
| 1046 | 3102 | evoker/preservation | Lucardeht |          
| 1047 | 3102 | hunter/beastmastery | Rykinia |          
| 1048 | 3102 | warlock/demonology | Exgenshinpro |          
| 1049 | 3101 | hunter/marksmanship | Bhadbih |          
| 1050 | 3101 | monk/windwalker | Palumorww |          
| 1051 | 3101 | monk/windwalker | Talanmonk |          
| 1052 | 3101 | warlock/demonology | Reallygud |          
| 1053 | 3101 | warrior/arms | Marius |          
| 1054 | 3100 | druid/balance | Bearyhalls |          
| 1055 | 3100 | priest/shadow | Lìllyp |          
| 1056 | 3100 | priest/shadow | Slimfo |          
| 1057 | 3100 | warlock/demonology | Diabolicalz |          
| 1058 | 3099 | paladin/holy | Saacbot |          
| 1059 | 3099 | priest/shadow | Yungjim |          
| 1060 | 3099 | rogue/assassination | Trustyo |          
| 1061 | 3099 | shaman/elemental | Robot |          
| 1062 | 3099 | warrior/arms | Dpoy |          
| 1063 | 3098 | evoker/preservation | Hwansu |          
| 1064 | 3098 | rogue/assassination | Manofwealth |          
| 1065 | 3098 | warlock/demonology | Bakko |          
| 1066 | 3098 | warrior/arms | Egoist |          
| 1067 | 3097 | evoker/preservation | Sabledraco |          
| 1068 | 3097 | monk/windwalker | Chyx |          
| 1069 | 3097 | priest/discipline | Cavatea |          
| 1070 | 3097 | shaman/elemental | Hairdead |          
| 1071 | 3096 | shaman/enhancement | Futeuncle |          
| 1072 | 3095 | evoker/preservation | Tenbird |          
| 1073 | 3095 | hunter/beastmastery | Boomadiseone |          
| 1074 | 3094 | warlock/destruction | Danaownz |          
| 1075 | 3093 | druid/balance | Visennal |          
| 1076 | 3093 | monk/windwalker | Tiktokfan |          
| 1077 | 3093 | warlock/destruction | Mjn |          
| 1078 | 3092 | deathknight/unholy | Rundaim |          
| 1079 | 3092 | rogue/assassination | Oscarx |          
| 1080 | 3092 | warlock/destruction | Wolfiby |          
| 1081 | 3091 | hunter/beastmastery | Deddita |          
| 1082 | 3091 | hunter/marksmanship | Ikiteforgold |          
| 1083 | 3091 | hunter/marksmanship | Jaywuz |          
| 1084 | 3091 | monk/mistweaver | Garbagemonk |          
| 1085 | 3091 | warlock/demonology | Adonege |          
| 1086 | 3091 | warlock/destruction | Latte |          
| 1087 | 3091 | warlock/destruction | Niava |          
| 1088 | 3091 | warrior/arms | Exploring |          
| 1089 | 3090 | evoker/preservation | Darkspyro |          
| 1090 | 3090 | monk/windwalker | Glad |          
| 1091 | 3090 | warrior/arms | Nitrozero |          
| 1092 | 3090 | warrior/arms | ßîgßùßßä |          
| 1093 | 3089 | monk/windwalker | Doritoxd |          
| 1094 | 3089 | paladin/holy | Kamahleñ |          
| 1095 | 3089 | rogue/assassination | Sonnics |          
| 1096 | 3089 | shaman/elemental | Gkarz |          
| 1097 | 3089 | warlock/destruction | Insànity |          
| 1098 | 3088 | shaman/elemental | Novoz |          
| 1099 | 3087 | monk/mistweaver | Chérudim |          
| 1100 | 3086 | priest/discipline | Odealp |          
| 1101 | 3085 | rogue/assassination | Headhunterhh |          
| 1102 | 3085 | rogue/subtlety | Tomas |          
| 1103 | 3085 | shaman/restoration | Roz |          
| 1104 | 3084 | demonhunter/havoc | Ganjjaplays |          
| 1105 | 3084 | hunter/marksmanship | Sleekyfreak |          
| 1106 | 3083 | druid/balance | Wnxmomthicc |          
| 1107 | 3083 | shaman/restoration | Fàlc |          
| 1108 | 3083 | warrior/arms | Bigjbs |          
| 1109 | 3082 | hunter/survival | Saiiph |          
| 1110 | 3082 | monk/windwalker | Varimå |          
| 1111 | 3082 | monk/windwalker | Wräthøfgød |          
| 1112 | 3082 | shaman/elemental | Zeroclue |          
| 1113 | 3082 | warlock/demonology | Gentleq |          
| 1114 | 3081 | monk/mistweaver | Hps |          
| 1115 | 3081 | rogue/assassination | ßrutalíty |          
| 1116 | 3081 | warrior/arms | Enoughtalk |          
| 1117 | 3080 | hunter/survival | Ünitedi |          
| 1118 | 3080 | shaman/restoration | Shamaen |          
| 1119 | 3080 | warlock/demonology | Rakshama |          
| 1120 | 3080 | warlock/demonology | Etuskaa |          
| 1121 | 3080 | warlock/destruction | Dazedl |          
| 1122 | 3080 | warrior/arms | Darkduke |          
| 1123 | 3079 | priest/discipline | Rukiyou |          
| 1124 | 3079 | warlock/demonology | Impkickerzx |          
| 1125 | 3078 | druid/balance | Bobx |          
| 1126 | 3078 | druid/feral | Egomonster |          
| 1127 | 3078 | evoker/preservation | Gaslightqt |          
| 1128 | 3078 | paladin/holy | Warski |          
| 1129 | 3078 | warlock/demonology | Impenjoyer |          
| 1130 | 3078 | warlock/destruction | Truetime |          
| 1131 | 3078 | warlock/destruction | Turiggyjr |          
| 1132 | 3077 | monk/mistweaver | Punchgodx |          
| 1133 | 3077 | shaman/enhancement | Electrikz |          
| 1134 | 3076 | monk/mistweaver | Pangdinge |          
| 1135 | 3076 | monk/windwalker | Gothamonk |          
| 1136 | 3075 | shaman/restoration | Madoka |          
| 1137 | 3075 | warlock/affliction | Conradlenoir |          
| 1138 | 3074 | hunter/survival | Covlol |          
| 1139 | 3073 | druid/balance | Jimant |          
| 1140 | 3073 | mage/frost | Pigdancell |          
| 1141 | 3073 | shaman/enhancement | Whirlpoolx |          
| 1142 | 3073 | warlock/destruction | Harambê |          
| 1143 | 3073 | warrior/arms | Madamemarie |          
| 1144 | 3072 | deathknight/frost | Partywaffles |          
| 1145 | 3072 | demonhunter/havoc | Bigbag |          
| 1146 | 3072 | warlock/affliction | Kammuany |          
| 1147 | 3071 | hunter/survival | Jaywaz |          
| 1148 | 3071 | warrior/fury | Warried |          
| 1149 | 3070 | deathknight/unholy | Neroxzdvm |          
| 1150 | 3070 | priest/discipline | Esque |          
| 1151 | 3069 | warlock/destruction | Elcidoo |          
| 1152 | 3067 | druid/feral | Sporadiclive |          
| 1153 | 3067 | druid/restoration | Renner |          
| 1154 | 3067 | priest/discipline | Bertóka |          
| 1155 | 3067 | priest/discipline | Cindyloux |          
| 1156 | 3066 | mage/fire | Thehuh |          
| 1157 | 3066 | mage/frost | Bigfirebat |          
| 1158 | 3066 | paladin/holy | Zerop |          
| 1159 | 3065 | hunter/beastmastery | Ogamdog |          
| 1160 | 3065 | mage/frost | Mzr |          
| 1161 | 3065 | monk/mistweaver | Càonm |          
| 1162 | 3065 | shaman/elemental | Trilz |          
| 1163 | 3064 | hunter/beastmastery | Xtkoo |          
| 1164 | 3064 | monk/mistweaver | Watercowz |          
| 1165 | 3064 | priest/shadow | Luvkak |          
| 1166 | 3063 | hunter/marksmanship | Ssds |          
| 1167 | 3063 | rogue/subtlety | Gyokkó |          
| 1168 | 3063 | warlock/destruction | Plz |          
| 1169 | 3062 | mage/frost | Voltonjud |          
| 1170 | 3062 | priest/shadow | Stunsilence |          
| 1171 | 3062 | rogue/subtlety | Kwins |          
| 1172 | 3062 | shaman/elemental | Caserguy |          
| 1173 | 3062 | shaman/enhancement | Mogall |          
| 1174 | 3062 | warlock/destruction | Roxxybolts |          
| 1175 | 3061 | druid/feral | Hungrypaimon |          
| 1176 | 3061 | monk/mistweaver | Zerxios |          
| 1177 | 3061 | rogue/assassination | Louir |          
| 1178 | 3061 | shaman/elemental | Meatballer |          
| 1179 | 3060 | hunter/marksmanship | Remisha |          
| 1180 | 3060 | mage/arcane | Xaryu |          
| 1181 | 3060 | monk/mistweaver | Jbg |          
| 1182 | 3060 | monk/mistweaver | Vulperus |          
| 1183 | 3060 | rogue/assassination | Gyokkó |          
| 1184 | 3060 | shaman/elemental | Tundras |          
| 1185 | 3060 | shaman/enhancement | Sswf |          
| 1186 | 3060 | shaman/restoration | Zhayolm |          
| 1187 | 3060 | shaman/restoration | Abev |          
| 1188 | 3059 | demonhunter/havoc | Lathoriel |          
| 1189 | 3059 | hunter/beastmastery | Koreanus |          
| 1190 | 3059 | mage/frost | Bignaughtyxo |          
| 1191 | 3059 | rogue/assassination | Snêákymån |          
| 1192 | 3059 | shaman/restoration | Bóòchainz |          
| 1193 | 3059 | warrior/arms | Bùbbájr |          
| 1194 | 3059 | warrior/arms | Gillickk |          
| 1195 | 3058 | deathknight/unholy | Partywaffles |          
| 1196 | 3058 | monk/windwalker | Birgs |          
| 1197 | 3058 | priest/holy | Garbagedisc |          
| 1198 | 3058 | rogue/assassination | Illmatíc |          
| 1199 | 3057 | mage/frost | Hallak |          
| 1200 | 3057 | priest/discipline | Bigbabyi |          
| 1201 | 3057 | warrior/fury | Dyle |          
| 1202 | 3056 | hunter/beastmastery | Bobthebad |          
| 1203 | 3056 | monk/windwalker | Röllö |          
| 1204 | 3056 | rogue/subtlety | Namig |          
| 1205 | 3056 | shaman/elemental | Coomlordx |          
| 1206 | 3055 | demonhunter/havoc | Jbzdh |          
| 1207 | 3055 | evoker/preservation | Rvrbz |          
| 1208 | 3055 | hunter/survival | Hkjb |          
| 1209 | 3055 | mage/fire | Adjudicatory |          
| 1210 | 3055 | rogue/assassination | Gbg |          
| 1211 | 3055 | warrior/arms | Omlas |          
| 1212 | 3054 | monk/mistweaver | Kaskã |          
| 1213 | 3054 | monk/mistweaver | Mwomegalul |          
| 1214 | 3054 | priest/holy | Néylo |          
| 1215 | 3054 | rogue/assassination | Nspr |          
| 1216 | 3054 | rogue/assassination | Yodiegang |          
| 1217 | 3054 | shaman/enhancement | Unaware |          
| 1218 | 3054 | warrior/arms | Vpé |          
| 1219 | 3053 | hunter/marksmanship | Disciple |          
| 1220 | 3053 | monk/windwalker | Robbo |          
| 1221 | 3053 | priest/discipline | Ishyeboi |          
| 1222 | 3053 | shaman/elemental | Reppinsix |          
| 1223 | 3053 | warlock/destruction | Glymps |          
| 1224 | 3053 | warrior/arms | Invinciblé |          
| 1225 | 3052 | demonhunter/havoc | Dartro |          
| 1226 | 3052 | monk/mistweaver | Cpoo |          
| 1227 | 3052 | rogue/subtlety | Voldir |          
| 1228 | 3052 | shaman/elemental | Pikapiko |          
| 1229 | 3052 | warrior/arms | Futtmebuck |          
| 1230 | 3051 | evoker/devastation | Truffleßutta |          
| 1231 | 3051 | priest/discipline | Xajen |          
| 1232 | 3051 | priest/shadow | Kokai |          
| 1233 | 3050 | monk/windwalker | Judo |          
| 1234 | 3050 | priest/shadow | Apebraintiny |          
| 1235 | 3050 | shaman/elemental | Cùìó |          
| 1236 | 3049 | demonhunter/havoc | Wwdh |          
| 1237 | 3049 | mage/fire | Hogslop |          
| 1238 | 3049 | shaman/enhancement | Remi |          
| 1239 | 3049 | shaman/restoration | Mørgénstérn |          
| 1240 | 3049 | warrior/arms | Acelolz |          
| 1241 | 3048 | monk/mistweaver | Mw |          
| 1242 | 3047 | druid/restoration | Freemac |          
| 1243 | 3047 | hunter/beastmastery | Alansho |          
| 1244 | 3047 | mage/arcane | Hogslop |          
| 1245 | 3046 | hunter/beastmastery | Zellyq |          
| 1246 | 3046 | rogue/assassination | Woundman |          
| 1247 | 3046 | rogue/assassination | Gladlol |          
| 1248 | 3045 | deathknight/unholy | Gutterboy |          
| 1249 | 3045 | monk/mistweaver | Meepmonk |          
| 1250 | 3045 | shaman/restoration | Weqeqwqwqex |          
| 1251 | 3045 | warlock/affliction | Äran |          
| 1252 | 3045 | warlock/destruction | Dmacxl |          
| 1253 | 3045 | warlock/destruction | Muffinrat |          
| 1254 | 3044 | evoker/preservation | Penuspuller |          
| 1255 | 3044 | mage/frost | Dujnotlov |          
| 1256 | 3044 | monk/mistweaver | Diggster |          
| 1257 | 3044 | warrior/arms | Catêyês |          
| 1258 | 3043 | druid/feral | Ging |          
| 1259 | 3043 | rogue/assassination | Voldir |          
| 1260 | 3043 | warrior/arms | Swillzz |          
| 1261 | 3042 | hunter/beastmastery | Zzackchicken |          
| 1262 | 3042 | priest/shadow | Darkvagician |          
| 1263 | 3042 | priest/shadow | Pandiwoodney |          
| 1264 | 3042 | warrior/arms | Wargázm |          
| 1265 | 3042 | warrior/arms | Mattu |          
| 1266 | 3041 | mage/arcane | Sheepgodx |          
| 1267 | 3041 | priest/discipline | Bambucha |          
| 1268 | 3041 | rogue/assassination | Kwins |          
| 1269 | 3041 | shaman/restoration | Blueclass |          
| 1270 | 3041 | shaman/restoration | Xtremedwarf |          
| 1271 | 3041 | warlock/destruction | Twelvepm |          
| 1272 | 3041 | warlock/destruction | Yooseok |          
| 1273 | 3040 | demonhunter/havoc | Yaboiswift |          
| 1274 | 3040 | hunter/beastmastery | Bladee |          
| 1275 | 3040 | hunter/marksmanship | Valence |          
| 1276 | 3040 | mage/arcane | Rositajones |          
| 1277 | 3040 | monk/windwalker | Norahh |          
| 1278 | 3040 | priest/shadow | Mmys |          
| 1279 | 3040 | rogue/assassination | Coldx |          
| 1280 | 3040 | rogue/assassination | Wansuiye |          
| 1281 | 3040 | shaman/elemental | Echoing |          
| 1282 | 3039 | paladin/holy | Thesojulord |          
| 1283 | 3039 | warrior/arms | Zhanwudix |          
| 1284 | 3038 | deathknight/unholy | Toxicwaste |          
| 1285 | 3038 | druid/restoration | Myovo |          
| 1286 | 3038 | hunter/beastmastery | Hanabanana |          
| 1287 | 3038 | hunter/survival | Willyy |          
| 1288 | 3038 | priest/discipline | Wizpell |          
| 1289 | 3038 | priest/holy | Ishyeboi |          
| 1290 | 3038 | rogue/subtlety | Wètdream |          
| 1291 | 3037 | monk/windwalker | Baconbiscuit |          
| 1292 | 3037 | priest/shadow | Pèrona |          
| 1293 | 3037 | warlock/destruction | Ziffy |          
| 1294 | 3037 | warlock/destruction | Boopthefear |          
| 1295 | 3036 | hunter/survival | Sbgrv |          
| 1296 | 3036 | monk/mistweaver | Tritonxo |          
| 1297 | 3036 | monk/mistweaver | Linlol |          
| 1298 | 3036 | priest/holy | Nïkkï |          
| 1299 | 3036 | priest/shadow | Dopaminep |          
| 1300 | 3036 | rogue/assassination | Jgx |          
| 1301 | 3036 | shaman/enhancement | Futeboy |          
| 1302 | 3035 | deathknight/unholy | Mesx |          
| 1303 | 3035 | hunter/marksmanship | Darkshady |          
| 1304 | 3035 | shaman/elemental | Beibeihangh |          
| 1305 | 3034 | evoker/preservation | Ggdwagon |          
| 1306 | 3034 | hunter/beastmastery | Destrumz |          
| 1307 | 3034 | mage/frost | Sorankim |          
| 1308 | 3034 | shaman/enhancement | Remi |          
| 1309 | 3033 | hunter/marksmanship | Reilerhunt |          
| 1310 | 3033 | mage/arcane | Hogdog |          
| 1311 | 3033 | monk/mistweaver | Saiyañ |          
| 1312 | 3033 | priest/discipline | Fuqtown |          
| 1313 | 3033 | warlock/destruction | Ðuckworth |          
| 1314 | 3033 | warrior/arms | Likeabaus |          
| 1315 | 3033 | warrior/fury | Outterspace |          
| 1316 | 3032 | druid/restoration | Jäkøtsû |          
| 1317 | 3032 | monk/brewmaster | Flexlco |          
| 1318 | 3032 | priest/discipline | Ashidox |          
| 1319 | 3032 | priest/shadow | Strdy |          
| 1320 | 3032 | rogue/assassination | Qr |          
| 1321 | 3032 | rogue/assassination | Mindmeld |          
| 1322 | 3032 | warlock/destruction | Livinpink |          
| 1323 | 3032 | warlock/destruction | Snutz |          
| 1324 | 3031 | demonhunter/havoc | Catfood |          
| 1325 | 3031 | evoker/preservation | Zarrantevo |          
| 1326 | 3031 | hunter/beastmastery | Graar |          
| 1327 | 3031 | paladin/holy | Mormon |          
| 1328 | 3031 | priest/holy | Lolá |          
| 1329 | 3031 | rogue/subtlety | Kents |          
| 1330 | 3031 | shaman/elemental | Monsters |          
| 1331 | 3030 | monk/mistweaver | Sáble |          
| 1332 | 3030 | paladin/holy | Bopbotx |          
| 1333 | 3030 | priest/holy | Xajen |          
| 1334 | 3030 | shaman/restoration | Mahraggorax |          
| 1335 | 3029 | hunter/survival | Lawyerpbj |          
| 1336 | 3029 | paladin/holy | Envìous |          
| 1337 | 3029 | priest/shadow | Woodney |          
| 1338 | 3029 | shaman/elemental | Deligt |          
| 1339 | 3028 | hunter/marksmanship | Limix |          
| 1340 | 3028 | priest/discipline | Primael |          
| 1341 | 3028 | priest/discipline | Lilreedyjr |          
| 1342 | 3028 | priest/shadow | Perfectz |          
| 1343 | 3028 | rogue/assassination | Louix |          
| 1344 | 3028 | shaman/restoration | Dreamsnows |          
| 1345 | 3027 | deathknight/unholy | Thorediks |          
| 1346 | 3027 | hunter/beastmastery | Yoske |          
| 1347 | 3027 | hunter/beastmastery | Tyrec |          
| 1348 | 3027 | rogue/assassination | Namig |          
| 1349 | 3026 | druid/balance | Zordox |          
| 1350 | 3026 | shaman/restoration | Earthern |          
| 1351 | 3025 | deathknight/frost | Chachio |          
| 1352 | 3025 | deathknight/unholy | Darkcata |          
| 1353 | 3025 | hunter/beastmastery | Traptations |          
| 1354 | 3025 | hunter/survival | Suntail |          
| 1355 | 3025 | priest/discipline | Gudóngmae |          
| 1356 | 3024 | druid/restoration | Defteras |          
| 1357 | 3024 | monk/mistweaver | Flarks |          
| 1358 | 3023 | druid/feral | Nïm |          
| 1359 | 3023 | evoker/preservation | Xrtj |          
| 1360 | 3023 | priest/discipline | Cub |          
| 1361 | 3023 | priest/discipline | Néylo |          
| 1362 | 3023 | rogue/assassination | Dayvanie |          
| 1363 | 3023 | shaman/elemental | Standintotem |          
| 1364 | 3022 | deathknight/unholy | Cokedrip |          
| 1365 | 3022 | demonhunter/havoc | Kohî |          
| 1366 | 3022 | hunter/beastmastery | Simbagrove |          
| 1367 | 3022 | hunter/beastmastery | Gennaro |          
| 1368 | 3022 | hunter/survival | Ferrbow |          
| 1369 | 3022 | mage/frost | Taylorlol |          
| 1370 | 3022 | monk/windwalker | Iamcute |          
| 1371 | 3022 | priest/shadow | Beibeihang |          
| 1372 | 3022 | rogue/assassination | Mik |          
| 1373 | 3022 | shaman/restoration | Silverkitty |          
| 1374 | 3021 | rogue/assassination | Morvx |          
| 1375 | 3021 | shaman/restoration | Jukedlawl |          
