||Rating|Spec|Player| 
| 1157 | 3066 | ⚔️ Mage 🧊 Fire | [Thehuh](https://worldofwarcraft.blizzard.com/en-us/character/us/bleeding-hollow/thehuh) |          
| 1158 | 3066 | ⚔️ Mage 🧊 Frost | [Bigfirebat](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/bigfirebat) |          
| 1159 | 3065 | ⚔️ Hunter 🦖 Beastmastery | [Ogamdog](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/ogamdog) |          
| 1160 | 3065 | ⚔️ Mage 🧊 Frost | [Mzr](https://worldofwarcraft.blizzard.com/en-us/character/us/proudmoore/mzr) |          
| 1161 | 3065 | ❤️‍🩹 Monk 🍺 Mistweaver | [Càonm](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/càonm) |          
| 1162 | 3065 | ⚔️ Shaman 🔵 Elemental | [Trilz](https://worldofwarcraft.blizzard.com/en-us/character/us/barthilas/trilz) |          
| 1163 | 3064 | ⚔️ Hunter 🦖 Beastmastery | [Xtkoo](https://worldofwarcraft.blizzard.com/en-us/character/us/zuljin/xtkoo) |          
| 1164 | 3064 | ❤️‍🩹 Monk 🍺 Mistweaver | [Watercowz](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/watercowz) |          
| 1165 | 3064 | ⚔️ Priest ⚪ Shadow | [Luvkak](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/luvkak) |          
| 1166 | 3063 | ⚔️ Hunter 🦖 Marksmanship | [Ssds](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/ssds) |          
| 1167 | 3063 | ⚔️ Rogue 🟡 Subtlety | [Gyokkó](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/gyokkó) |          
| 1168 | 3063 | ⚔️ Warlock 🔮 Destruction | [Plz](https://worldofwarcraft.blizzard.com/en-us/character/us/bronzebeard/plz) |          
| 1169 | 3062 | ⚔️ Mage 🧊 Frost | [Voltonjud](https://worldofwarcraft.blizzard.com/en-us/character/us/bleeding-hollow/voltonjud) |          
| 1170 | 3062 | ⚔️ Priest ⚪ Shadow | [Stunsilence](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/stunsilence) |          
| 1171 | 3062 | ⚔️ Rogue 🟡 Subtlety | [Kwins](https://worldofwarcraft.blizzard.com/en-us/character/us/cenarion-circle/kwins) |          
| 1172 | 3062 | ⚔️ Shaman 🔵 Elemental | [Caserguy](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/caserguy) |          
| 1173 | 3062 | ⚔️ Shaman 🔵 Enhancement | [Mogall](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/mogall) |          
| 1174 | 3062 | ⚔️ Warlock 🔮 Destruction | [Roxxybolts](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/roxxybolts) |          
| 1175 | 3061 | ⚔️ Druid 🟠 Feral | [Hungrypaimon](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/hungrypaimon) |          
| 1176 | 3061 | ❤️‍🩹 Monk 🍺 Mistweaver | [Zerxios](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/zerxios) |          
| 1177 | 3061 | ⚔️ Rogue 🟡 Assassination | [Louir](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/louir) |          
| 1178 | 3061 | ⚔️ Shaman 🔵 Elemental | [Meatballer](https://worldofwarcraft.blizzard.com/en-us/character/us/scilla/meatballer) |          
| 1179 | 3060 | ⚔️ Hunter 🦖 Marksmanship | [Remisha](https://worldofwarcraft.blizzard.com/en-us/character/us/emerald-dream/remisha) |          
| 1180 | 3060 | ⚔️ Mage 🧊 Arcane | [Xaryu](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/xaryu) |          
| 1181 | 3060 | ❤️‍🩹 Monk 🍺 Mistweaver | [Jbg](https://worldofwarcraft.blizzard.com/en-us/character/us/staghelm/jbg) |          
| 1182 | 3060 | ❤️‍🩹 Monk 🍺 Mistweaver | [Vulperus](https://worldofwarcraft.blizzard.com/en-us/character/us/spinebreaker/vulperus) |          
| 1183 | 3060 | ⚔️ Rogue 🟡 Assassination | [Gyokkó](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/gyokkó) |          
| 1184 | 3060 | ⚔️ Shaman 🔵 Elemental | [Tundras](https://worldofwarcraft.blizzard.com/en-us/character/us/burning-blade/tundras) |          
| 1185 | 3060 | ❤️‍🩹 Shaman 🔵 Restoration | [Zhayolm](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/zhayolm) |          
| 1186 | 3060 | ❤️‍🩹 Shaman 🔵 Restoration | [Abev](https://worldofwarcraft.blizzard.com/en-us/character/us/bonechewer/abev) |          
| 1187 | 3060 | ⚔️ Warrior 🟤️ Arms | [Invinciblé](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/invinciblé) |          
| 1188 | 3059 | ⚔️ Demonhunter 🟤️ Havoc | [Lathoriel](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/lathoriel) |          
| 1189 | 3059 | ⚔️ Hunter 🦖 Beastmastery | [Koreanus](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/koreanus) |          
| 1190 | 3059 | ⚔️ Mage 🧊 Frost | [Bignaughtyxo](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/bignaughtyxo) |          
| 1191 | 3059 | ⚔️ Rogue 🟡 Assassination | [Snêákymån](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/snêákymån) |          
| 1192 | 3059 | ❤️‍🩹 Shaman 🔵 Restoration | [Bóòchainz](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/bóòchainz) |          
| 1193 | 3059 | ⚔️ Warrior 🟤️ Arms | [Gillickk](https://worldofwarcraft.blizzard.com/en-us/character/us/zuljin/gillickk) |          
| 1194 | 3058 | ⚔️ Deathknight 🟤️ Unholy | [Partywaffles](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/partywaffles) |          
| 1195 | 3058 | ⚔️ Hunter 🦖 Beastmastery | [Verzatyle](https://worldofwarcraft.blizzard.com/en-us/character/us/frostwolf/verzatyle) |          
| 1196 | 3058 | ⚔️ Monk 🍺 Windwalker | [Birgs](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/birgs) |          
| 1197 | 3058 | ❤️‍🩹 Priest ⚪ Holy | [Garbagedisc](https://worldofwarcraft.blizzard.com/en-us/character/us/scilla/garbagedisc) |          
| 1198 | 3058 | ⚔️ Rogue 🟡 Assassination | [Illmatíc](https://worldofwarcraft.blizzard.com/en-us/character/us/kelthuzad/illmatíc) |          
| 1199 | 3057 | ❤️‍🩹 Priest ⚪ Discipline | [Bigbabyi](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/bigbabyi) |          
| 1200 | 3057 | ⚔️ Warrior 🟤️ Fury | [Dyle](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/dyle) |          
| 1201 | 3056 | ⚔️ Hunter 🦖 Beastmastery | [Bobthebad](https://worldofwarcraft.blizzard.com/en-us/character/us/proudmoore/bobthebad) |          
| 1202 | 3056 | ⚔️ Monk 🍺 Windwalker | [Röllö](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/röllö) |          
| 1203 | 3056 | ⚔️ Rogue 🟡 Subtlety | [Namig](https://worldofwarcraft.blizzard.com/en-us/character/us/cenarion-circle/namig) |          
| 1204 | 3056 | ⚔️ Shaman 🔵 Elemental | [Coomlordx](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/coomlordx) |          
| 1205 | 3055 | ⚔️ Demonhunter 🔵 Havoc | [Jbzdh](https://worldofwarcraft.blizzard.com/en-us/character/us/balnazzar/jbzdh) |          
| 1206 | 3055 | ❤️‍🩹 Evoker 🐉 Preservation | [Rvrbz](https://worldofwarcraft.blizzard.com/en-us/character/us/kelthuzad/rvrbz) |          
| 1207 | 3055 | ⚔️ Hunter 🦖 Survival | [Hkjb](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/hkjb) |          
| 1208 | 3055 | ⚔️ Mage 🧊 Fire | [Adjudicatory](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/adjudicatory) |          
| 1209 | 3055 | ⚔️ Rogue 🟡 Assassination | [Gbg](https://worldofwarcraft.blizzard.com/en-us/character/us/arathor/gbg) |          
| 1210 | 3055 | ⚔️ Warrior 🟤️ Arms | [Omlas](https://worldofwarcraft.blizzard.com/en-us/character/us/azralon/omlas) |          
| 1211 | 3054 | ❤️‍🩹 Monk 🍺 Mistweaver | [Kaskã](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/kaskã) |          
| 1212 | 3054 | ❤️‍🩹 Monk 🍺 Mistweaver | [Mwomegalul](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/mwomegalul) |          
| 1213 | 3054 | ❤️‍🩹 Priest ⚪ Holy | [Néylo](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/néylo) |          
| 1214 | 3054 | ⚔️ Rogue 🟡 Assassination | [Nspr](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/nspr) |          
| 1215 | 3054 | ⚔️ Rogue 🟡 Assassination | [Yodiegang](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/yodiegang) |          
| 1216 | 3054 | ⚔️ Shaman 🔵 Enhancement | [Unaware](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/unaware) |          
| 1217 | 3054 | ❤️‍🩹 Shaman 🔵 Restoration | [Ogctkoy](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/ogctkoy) |          
| 1218 | 3054 | ⚔️ Warrior 🟤️ Arms | [Vpé](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/vpé) |          
| 1219 | 3053 | ⚔️ Hunter 🦖 Marksmanship | [Disciple](https://worldofwarcraft.blizzard.com/en-us/character/us/darkspear/disciple) |          
| 1220 | 3053 | ⚔️ Monk 🍺 Windwalker | [Robbo](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/robbo) |          
| 1221 | 3053 | ❤️‍🩹 Priest ⚪ Discipline | [Ishyeboi](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/ishyeboi) |          
| 1222 | 3053 | ⚔️ Warlock 🔮 Destruction | [Glymps](https://worldofwarcraft.blizzard.com/en-us/character/us/frostmourne/glymps) |          
| 1223 | 3052 | ⚔️ Demonhunter 🔮 Havoc | [Dartro](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/dartro) |          
| 1224 | 3052 | ❤️‍🩹 Monk 🍺 Mistweaver | [Cpoo](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/cpoo) |          
| 1225 | 3052 | ⚔️ Rogue 🟡 Subtlety | [Voldir](https://worldofwarcraft.blizzard.com/en-us/character/us/cenarion-circle/voldir) |          
| 1226 | 3052 | ⚔️ Shaman 🔵 Elemental | [Pikapiko](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/pikapiko) |          
| 1227 | 3052 | ⚔️ Warrior 🟤️ Arms | [Futtmebuck](https://worldofwarcraft.blizzard.com/en-us/character/us/emerald-dream/futtmebuck) |          
| 1228 | 3051 | ⚔️ Evoker 🐉 Devastation | [Truffleßutta](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/truffleßutta) |          
| 1229 | 3051 | ⚔️ Priest ⚪ Shadow | [Kokai](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/kokai) |          
| 1230 | 3050 | ⚔️ Hunter 🦖 Survival | [Limix](https://worldofwarcraft.blizzard.com/en-us/character/us/dathremar/limix) |          
| 1231 | 3050 | ⚔️ Monk 🍺 Windwalker | [Judo](https://worldofwarcraft.blizzard.com/en-us/character/us/agamaggan/judo) |          
| 1232 | 3050 | ⚔️ Priest ⚪ Shadow | [Apebraintiny](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/apebraintiny) |          
| 1233 | 3050 | ⚔️ Shaman 🔵 Elemental | [Cùìó](https://worldofwarcraft.blizzard.com/en-us/character/us/barthilas/cùìó) |          
| 1234 | 3049 | ⚔️ Demonhunter 🔵 Havoc | [Wwdh](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/wwdh) |          
| 1235 | 3049 | ⚔️ Mage 🧊 Fire | [Hogslop](https://worldofwarcraft.blizzard.com/en-us/character/us/saurfang/hogslop) |          
| 1236 | 3049 | ⚔️ Shaman 🔵 Enhancement | [Remi](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/remi) |          
| 1237 | 3049 | ❤️‍🩹 Shaman 🔵 Restoration | [Mørgénstérn](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/mørgénstérn) |          
| 1238 | 3049 | ⚔️ Warrior 🟤️ Arms | [Acelolz](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/acelolz) |          
| 1239 | 3048 | ❤️‍🩹 Monk 🍺 Mistweaver | [Mw](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/mw) |          
| 1240 | 3047 | ❤️‍🩹 Druid 🟠 Restoration | [Freemac](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/freemac) |          
| 1241 | 3047 | ⚔️ Hunter 🦖 Beastmastery | [Alansho](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/alansho) |          
| 1242 | 3047 | ⚔️ Mage 🧊 Arcane | [Hogslop](https://worldofwarcraft.blizzard.com/en-us/character/us/saurfang/hogslop) |          
| 1243 | 3046 | ⚔️ Hunter 🦖 Beastmastery | [Zellyq](https://worldofwarcraft.blizzard.com/en-us/character/us/kelthuzad/zellyq) |          
| 1244 | 3046 | ⚔️ Rogue 🟡 Assassination | [Woundman](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/woundman) |          
| 1245 | 3046 | ⚔️ Rogue 🟡 Assassination | [Gladlol](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/gladlol) |          
| 1246 | 3045 | ⚔️ Deathknight 🟡 Unholy | [Gutterboy](https://worldofwarcraft.blizzard.com/en-us/character/us/malganis/gutterboy) |          
| 1247 | 3045 | ❤️‍🩹 Evoker 🐉 Preservation | [Melvoker](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/melvoker) |          
| 1248 | 3045 | ❤️‍🩹 Monk 🍺 Mistweaver | [Meepmonk](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/meepmonk) |          
| 1249 | 3045 | ⚔️ Shaman 🔵 Enhancement | [Sswf](https://worldofwarcraft.blizzard.com/en-us/character/us/auchindoun/sswf) |          
| 1250 | 3045 | ❤️‍🩹 Shaman 🔵 Restoration | [Weqeqwqwqex](https://worldofwarcraft.blizzard.com/en-us/character/us/ragnaros/weqeqwqwqex) |          
| 1251 | 3045 | ⚔️ Warlock 🔮 Affliction | [Äran](https://worldofwarcraft.blizzard.com/en-us/character/us/azralon/äran) |          
| 1252 | 3045 | ⚔️ Warlock 🔮 Destruction | [Dmacxl](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/dmacxl) |          
| 1253 | 3045 | ⚔️ Warlock 🔮 Destruction | [Muffinrat](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/muffinrat) |          
| 1254 | 3044 | ❤️‍🩹 Evoker 🐉 Preservation | [Penuspuller](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/penuspuller) |          
| 1255 | 3044 | ⚔️ Mage 🧊 Frost | [Dujnotlov](https://worldofwarcraft.blizzard.com/en-us/character/us/bleeding-hollow/dujnotlov) |          
| 1256 | 3044 | ❤️‍🩹 Monk 🍺 Mistweaver | [Diggster](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/diggster) |          
| 1257 | 3044 | ⚔️ Warrior 🟤️ Arms | [Catêyês](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/catêyês) |          
| 1258 | 3043 | ⚔️ Druid 🟠 Feral | [Ging](https://worldofwarcraft.blizzard.com/en-us/character/us/azralon/ging) |          
| 1259 | 3043 | ⚔️ Rogue 🟡 Assassination | [Voldir](https://worldofwarcraft.blizzard.com/en-us/character/us/cenarion-circle/voldir) |          
| 1260 | 3043 | ❤️‍🩹 Shaman 🔵 Restoration | [Orochisháman](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/orochisháman) |          
| 1261 | 3043 | ⚔️ Warrior 🟤️ Arms | [Swillzz](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/swillzz) |          
| 1262 | 3042 | ⚔️ Hunter 🦖 Beastmastery | [Zzackchicken](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/zzackchicken) |          
| 1263 | 3042 | ⚔️ Priest ⚪ Shadow | [Darkvagician](https://worldofwarcraft.blizzard.com/en-us/character/us/malganis/darkvagician) |          
| 1264 | 3042 | ⚔️ Priest ⚪ Shadow | [Pandiwoodney](https://worldofwarcraft.blizzard.com/en-us/character/us/ragnaros/pandiwoodney) |          
| 1265 | 3042 | ⚔️ Warrior 🟤️ Arms | [Wargázm](https://worldofwarcraft.blizzard.com/en-us/character/us/thrall/wargázm) |          
| 1266 | 3042 | ⚔️ Warrior 🟤️ Arms | [Mattu](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/mattu) |          
| 1267 | 3041 | ⚔️ Mage 🧊 Arcane | [Sheepgodx](https://worldofwarcraft.blizzard.com/en-us/character/us/malganis/sheepgodx) |          
| 1268 | 3041 | ❤️‍🩹 Priest ⚪ Discipline | [Bambucha](https://worldofwarcraft.blizzard.com/en-us/character/us/ragnaros/bambucha) |          
| 1269 | 3041 | ⚔️ Rogue 🟡 Assassination | [Kwins](https://worldofwarcraft.blizzard.com/en-us/character/us/cenarion-circle/kwins) |          
| 1270 | 3041 | ❤️‍🩹 Shaman 🔵 Restoration | [Blueclass](https://worldofwarcraft.blizzard.com/en-us/character/us/akama/blueclass) |          
| 1271 | 3041 | ❤️‍🩹 Shaman 🔵 Restoration | [Xtremedwarf](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/xtremedwarf) |          
| 1272 | 3041 | ⚔️ Warlock 🔮 Destruction | [Twelvepm](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/twelvepm) |          
| 1273 | 3041 | ⚔️ Warlock 🔮 Destruction | [Yooseok](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/yooseok) |          
| 1274 | 3040 | ⚔️ Demonhunter 🔮 Havoc | [Yaboiswift](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/yaboiswift) |          
| 1275 | 3040 | ⚔️ Hunter 🦖 Beastmastery | [Bladee](https://worldofwarcraft.blizzard.com/en-us/character/us/drakthul/bladee) |          
| 1276 | 3040 | ⚔️ Hunter 🦖 Marksmanship | [Valence](https://worldofwarcraft.blizzard.com/en-us/character/us/firetree/valence) |          
| 1277 | 3040 | ⚔️ Mage 🧊 Arcane | [Rositajones](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/rositajones) |          
| 1278 | 3040 | ⚔️ Monk 🍺 Windwalker | [Norahh](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/norahh) |          
| 1279 | 3040 | ⚔️ Priest ⚪ Shadow | [Mmys](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/mmys) |          
| 1280 | 3040 | ⚔️ Rogue 🟡 Assassination | [Coldx](https://worldofwarcraft.blizzard.com/en-us/character/us/darkspear/coldx) |          
| 1281 | 3040 | ⚔️ Rogue 🟡 Assassination | [Wansuiye](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/wansuiye) |          
| 1282 | 3040 | ⚔️ Shaman 🔵 Elemental | [Echoing](https://worldofwarcraft.blizzard.com/en-us/character/us/malganis/echoing) |          
| 1283 | 3039 | ❤️‍🩹 Paladin 🌸 Holy | [Thesojulord](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/thesojulord) |          
| 1284 | 3039 | ⚔️ Warrior 🟤️ Arms | [Zhanwudix](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/zhanwudix) |          
| 1285 | 3038 | ⚔️ Deathknight 🟤️ Unholy | [Toxicwaste](https://worldofwarcraft.blizzard.com/en-us/character/us/malganis/toxicwaste) |          
| 1286 | 3038 | ❤️‍🩹 Druid 🟠 Restoration | [Myovo](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/myovo) |          
| 1287 | 3038 | ⚔️ Hunter 🦖 Beastmastery | [Hanabanana](https://worldofwarcraft.blizzard.com/en-us/character/us/wyrmrest-accord/hanabanana) |          
| 1288 | 3038 | ⚔️ Hunter 🦖 Survival | [Willyy](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/willyy) |          
| 1289 | 3038 | ❤️‍🩹 Priest ⚪ Holy | [Ishyeboi](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/ishyeboi) |          
| 1290 | 3038 | ⚔️ Rogue 🟡 Subtlety | [Wètdream](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/wètdream) |          
| 1291 | 3037 | ⚔️ Monk 🍺 Windwalker | [Baconbiscuit](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/baconbiscuit) |          
| 1292 | 3037 | ⚔️ Priest ⚪ Shadow | [Pèrona](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/pèrona) |          
| 1293 | 3037 | ⚔️ Warlock 🔮 Destruction | [Ziffy](https://worldofwarcraft.blizzard.com/en-us/character/us/emerald-dream/ziffy) |          
| 1294 | 3037 | ⚔️ Warlock 🔮 Destruction | [Boopthefear](https://worldofwarcraft.blizzard.com/en-us/character/us/moon-guard/boopthefear) |          
| 1295 | 3036 | ⚔️ Hunter 🦖 Survival | [Sbgrv](https://worldofwarcraft.blizzard.com/en-us/character/us/dalaran/sbgrv) |          
| 1296 | 3036 | ❤️‍🩹 Monk 🍺 Mistweaver | [Tritonxo](https://worldofwarcraft.blizzard.com/en-us/character/us/aerie-peak/tritonxo) |          
| 1297 | 3036 | ❤️‍🩹 Priest ⚪ Holy | [Nïkkï](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/nïkkï) |          
| 1298 | 3036 | ⚔️ Priest ⚪ Shadow | [Dopaminep](https://worldofwarcraft.blizzard.com/en-us/character/us/shattered-halls/dopaminep) |          
| 1299 | 3036 | ⚔️ Rogue 🟡 Assassination | [Jgx](https://worldofwarcraft.blizzard.com/en-us/character/us/dalaran/jgx) |          
| 1300 | 3036 | ⚔️ Shaman 🔵 Enhancement | [Futeboy](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/futeboy) |          
| 1301 | 3035 | ⚔️ Deathknight 🔵 Unholy | [Mesx](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/mesx) |          
| 1302 | 3035 | ⚔️ Hunter 🦖 Marksmanship | [Darkshady](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/darkshady) |          
| 1303 | 3035 | ⚔️ Shaman 🔵 Elemental | [Beibeihangh](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/beibeihangh) |          
| 1304 | 3034 | ❤️‍🩹 Evoker 🐉 Preservation | [Ggdwagon](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/ggdwagon) |          
| 1305 | 3034 | ⚔️ Hunter 🦖 Beastmastery | [Destrumz](https://worldofwarcraft.blizzard.com/en-us/character/us/zuljin/destrumz) |          
| 1306 | 3034 | ⚔️ Mage 🧊 Frost | [Sorankim](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/sorankim) |          
| 1307 | 3034 | ⚔️ Shaman 🔵 Enhancement | [Remi](https://worldofwarcraft.blizzard.com/en-us/character/us/blackrock/remi) |          
| 1308 | 3033 | ⚔️ Hunter 🦖 Marksmanship | [Reilerhunt](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/reilerhunt) |          
| 1309 | 3033 | ⚔️ Mage 🧊 Arcane | [Hogdog](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/hogdog) |          
| 1310 | 3033 | ❤️‍🩹 Monk 🍺 Mistweaver | [Saiyañ](https://worldofwarcraft.blizzard.com/en-us/character/us/proudmoore/saiyañ) |          
| 1311 | 3033 | ❤️‍🩹 Priest ⚪ Discipline | [Fuqtown](https://worldofwarcraft.blizzard.com/en-us/character/us/zuljin/fuqtown) |          
| 1312 | 3033 | ⚔️ Warlock 🔮 Destruction | [Ðuckworth](https://worldofwarcraft.blizzard.com/en-us/character/us/azralon/ðuckworth) |          
| 1313 | 3033 | ⚔️ Warrior 🟤️ Arms | [Likeabaus](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/likeabaus) |          
| 1314 | 3033 | ⚔️ Warrior 🟤️ Fury | [Outterspace](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/outterspace) |          
| 1315 | 3032 | ⚔️ Monk 🍺 Brewmaster | [Flexlco](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/flexlco) |          
| 1316 | 3032 | ❤️‍🩹 Priest ⚪ Discipline | [Ashidox](https://worldofwarcraft.blizzard.com/en-us/character/us/proudmoore/ashidox) |          
| 1317 | 3032 | ⚔️ Rogue 🟡 Assassination | [Qr](https://worldofwarcraft.blizzard.com/en-us/character/us/zuljin/qr) |          
| 1318 | 3032 | ⚔️ Rogue 🟡 Assassination | [Mindmeld](https://worldofwarcraft.blizzard.com/en-us/character/us/grizzly-hills/mindmeld) |          
| 1319 | 3032 | ⚔️ Warlock 🔮 Destruction | [Livinpink](https://worldofwarcraft.blizzard.com/en-us/character/us/zuljin/livinpink) |          
| 1320 | 3032 | ⚔️ Warlock 🔮 Destruction | [Snutz](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/snutz) |          
| 1321 | 3031 | ⚔️ Demonhunter 🔮 Havoc | [Catfood](https://worldofwarcraft.blizzard.com/en-us/character/us/icecrown/catfood) |          
| 1322 | 3031 | ❤️‍🩹 Evoker 🐉 Preservation | [Zarrantevo](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/zarrantevo) |          
| 1323 | 3031 | ⚔️ Hunter 🦖 Beastmastery | [Graar](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/graar) |          
| 1324 | 3031 | ❤️‍🩹 Paladin 🌸 Holy | [Mormon](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/mormon) |          
| 1325 | 3031 | ❤️‍🩹 Priest ⚪ Holy | [Lolá](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/lolá) |          
| 1326 | 3031 | ⚔️ Rogue 🟡 Subtlety | [Kents](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/kents) |          
| 1327 | 3031 | ⚔️ Shaman 🔵 Elemental | [Monsters](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/monsters) |          
| 1328 | 3030 | ❤️‍🩹 Monk 🍺 Mistweaver | [Sáble](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/sáble) |          
| 1329 | 3030 | ❤️‍🩹 Priest ⚪ Holy | [Xajen](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/xajen) |          
| 1330 | 3030 | ❤️‍🩹 Shaman 🔵 Restoration | [Mahraggorax](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/mahraggorax) |          
| 1331 | 3029 | ⚔️ Hunter 🦖 Survival | [Lawyerpbj](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/lawyerpbj) |          
| 1332 | 3029 | ❤️‍🩹 Paladin 🌸 Holy | [Envìous](https://worldofwarcraft.blizzard.com/en-us/character/us/wyrmrest-accord/envìous) |          
