||Rating|Spec|Player| 
| 1973 | 2853 | ⚔️ Rogue 🟡 Assassination | [Hattorikun](https://worldofwarcraft.blizzard.com/en-us/character/us/proudmoore/hattorikun) |          
| 1974 | 2852 | ❤️‍🩹 Druid 🟠 Restoration | [Nocup](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/nocup) |          
| 1975 | 2852 | ⚔️ Mage 🧊 Frost | [Ghostrr](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/ghostrr) |          
| 1976 | 2852 | ❤️‍🩹 Paladin 🌸 Holy | [Thoryuwu](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/thoryuwu) |          
| 1977 | 2851 | ⚔️ Hunter 🦖 Marksmanship | [Dolcece](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/dolcece) |          
| 1978 | 2851 | ⚔️ Rogue 🟡 Assassination | [Ðtb](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/ðtb) |          
| 1979 | 2850 | ⚔️ Druid 🟠 Feral | [Adisious](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/adisious) |          
| 1980 | 2850 | ❤️‍🩹 Druid 🟠 Restoration | [Nogardfan](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/nogardfan) |          
| 1981 | 2850 | ⚔️ Mage 🧊 Arcane | [Abruaa](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/abruaa) |          
| 1982 | 2850 | ⚔️ Mage 🧊 Fire | [Vampìrelolz](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/vampìrelolz) |          
| 1983 | 2850 | ⚔️ Monk 🍺 Brewmaster | [Swai](https://worldofwarcraft.blizzard.com/en-us/character/us/frostmourne/swai) |          
| 1984 | 2850 | ⚔️ Priest ⚪ Shadow | [Yep](https://worldofwarcraft.blizzard.com/en-us/character/us/spirestone/yep) |          
| 1985 | 2850 | ⚔️ Rogue 🟡 Assassination | [Venividivici](https://worldofwarcraft.blizzard.com/en-us/character/us/jubeithos/venividivici) |          
| 1986 | 2849 | ⚔️ Hunter 🦖 Marksmanship | [Symz](https://worldofwarcraft.blizzard.com/en-us/character/us/ragnaros/symz) |          
| 1987 | 2848 | ⚔️ Demonhunter 🦖 Havoc | [Solit](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/solit) |          
| 1988 | 2848 | ⚔️ Priest ⚪ Shadow | [Envyion](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/envyion) |          
| 1989 | 2847 | ⚔️ Deathknight ⚪ Unholy | [Hanung](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/hanung) |          
| 1990 | 2847 | ❤️‍🩹 Paladin 🌸 Holy | [Bubblist](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/bubblist) |          
| 1991 | 2847 | ⚔️ Priest ⚪ Shadow | [Geoat](https://worldofwarcraft.blizzard.com/en-us/character/us/barthilas/geoat) |          
| 1992 | 2846 | ❤️‍🩹 Evoker 🐉 Preservation | [Yunex](https://worldofwarcraft.blizzard.com/en-us/character/us/frostmourne/yunex) |          
| 1993 | 2845 | ❤️‍🩹 Druid 🟠 Restoration | [Aquilia](https://worldofwarcraft.blizzard.com/en-us/character/us/spirestone/aquilia) |          
| 1994 | 2845 | ⚔️ Rogue 🟡 Assassination | [Thâïßòÿgøóñ](https://worldofwarcraft.blizzard.com/en-us/character/us/jubeithos/thâïßòÿgøóñ) |          
| 1995 | 2844 | ⚔️ Monk 🍺 Windwalker | [Yogapantsx](https://worldofwarcraft.blizzard.com/en-us/character/us/nerzhul/yogapantsx) |          
| 1996 | 2843 | ⚔️ Druid 🟠 Balance | [Shifterjr](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/shifterjr) |          
| 1997 | 2843 | ⚔️ Druid 🟠 Balance | [Ggae](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/ggae) |          
| 1998 | 2843 | ❤️‍🩹 Druid 🟠 Restoration | [Blazedorange](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/blazedorange) |          
| 1999 | 2843 | ⚔️ Hunter 🦖 Marksmanship | [Gigabigly](https://worldofwarcraft.blizzard.com/en-us/character/us/wyrmrest-accord/gigabigly) |          
| 2000 | 2843 | ⚔️ Monk 🍺 Windwalker | [Indiowalker](https://worldofwarcraft.blizzard.com/en-us/character/us/azralon/indiowalker) |          
| 2001 | 2842 | ⚔️ Deathknight 🍺 Frost | [Pwaff](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/pwaff) |          
| 2002 | 2842 | ⚔️ Hunter 🦖 Survival | [Hamslapper](https://worldofwarcraft.blizzard.com/en-us/character/us/shattered-hand/hamslapper) |          
| 2003 | 2842 | ⚔️ Monk 🍺 Windwalker | [Rickybobbyx](https://worldofwarcraft.blizzard.com/en-us/character/us/vashj/rickybobbyx) |          
| 2004 | 2842 | ⚔️ Rogue 🟡 Assassination | [Raj](https://worldofwarcraft.blizzard.com/en-us/character/us/blood-furnace/raj) |          
| 2005 | 2842 | ⚔️ Warrior 🟤️ Fury | [Joshiguy](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/joshiguy) |          
| 2006 | 2841 | ❤️‍🩹 Druid 🟠 Restoration | [Playstyle](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/playstyle) |          
| 2007 | 2841 | ❤️‍🩹 Paladin 🌸 Holy | [Eskerda](https://worldofwarcraft.blizzard.com/en-us/character/us/nemesis/eskerda) |          
| 2008 | 2840 | ⚔️ Deathknight 🌸 Unholy | [Bruceleedk](https://worldofwarcraft.blizzard.com/en-us/character/us/proudmoore/bruceleedk) |          
| 2009 | 2840 | ⚔️ Deathknight 🌸 Unholy | [Lumantho](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/lumantho) |          
| 2010 | 2840 | ❤️‍🩹 Druid 🟠 Restoration | [Blazeddru](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/blazeddru) |          
| 2011 | 2840 | ⚔️ Evoker 🐉 Devastation | [Caedalade](https://worldofwarcraft.blizzard.com/en-us/character/us/proudmoore/caedalade) |          
| 2012 | 2840 | ⚔️ Mage 🧊 Frost | [Gørdàn](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/gørdàn) |          
| 2013 | 2840 | ❤️‍🩹 Priest ⚪ Holy | [Fléy](https://worldofwarcraft.blizzard.com/en-us/character/us/proudmoore/fléy) |          
| 2014 | 2840 | ⚔️ Rogue 🟡 Assassination | [Ånko](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/ånko) |          
| 2015 | 2839 | ⚔️ Demonhunter 🟡 Havoc | [Bokuu](https://worldofwarcraft.blizzard.com/en-us/character/us/kiljaeden/bokuu) |          
| 2016 | 2839 | ⚔️ Priest ⚪ Shadow | [Nozp](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/nozp) |          
| 2017 | 2838 | ⚔️ Deathknight ⚪ Unholy | [Scriptløl](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/scriptløl) |          
| 2018 | 2838 | ⚔️ Druid 🟠 Balance | [Gorgoncity](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/gorgoncity) |          
| 2019 | 2838 | ⚔️ Mage 🧊 Frost | [Jadyn](https://worldofwarcraft.blizzard.com/en-us/character/us/guldan/jadyn) |          
| 2020 | 2838 | ⚔️ Monk 🍺 Windwalker | [Rollotko](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/rollotko) |          
| 2021 | 2838 | ⚔️ Priest ⚪ Shadow | [Zeromisx](https://worldofwarcraft.blizzard.com/en-us/character/us/proudmoore/zeromisx) |          
| 2022 | 2837 | ⚔️ Deathknight ⚪ Unholy | [Keomdae](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/keomdae) |          
| 2023 | 2837 | ⚔️ Deathknight ⚪ Unholy | [Andeadx](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/andeadx) |          
| 2024 | 2837 | ❤️‍🩹 Evoker 🐉 Preservation | [Fatdruggyjoe](https://worldofwarcraft.blizzard.com/en-us/character/us/magtheridon/fatdruggyjoe) |          
| 2025 | 2837 | ⚔️ Priest ⚪ Shadow | [Violence](https://worldofwarcraft.blizzard.com/en-us/character/us/argent-dawn/violence) |          
| 2026 | 2837 | ⚔️ Rogue 🟡 Outlaw | [Nessper](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/nessper) |          
| 2027 | 2837 | ⚔️ Rogue 🟡 Subtlety | [Antoninez](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/antoninez) |          
| 2028 | 2837 | ⚔️ Warrior 🟤️ Fury | [Balboa](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/balboa) |          
| 2029 | 2836 | ⚔️ Hunter 🦖 Marksmanship | [Paradiseone](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/paradiseone) |          
| 2030 | 2835 | ⚔️ Mage 🧊 Fire | [Sheepgodx](https://worldofwarcraft.blizzard.com/en-us/character/us/malganis/sheepgodx) |          
| 2031 | 2834 | ⚔️ Demonhunter 🧊 Havoc | [Ragdeeme](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/ragdeeme) |          
| 2032 | 2834 | ⚔️ Mage 🧊 Frost | [Chez](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/chez) |          
| 2033 | 2834 | ❤️‍🩹 Paladin 🌸 Holy | [Theebus](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/theebus) |          
| 2034 | 2834 | ⚔️ Priest ⚪ Shadow | [Gorbyy](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/gorbyy) |          
| 2035 | 2834 | ⚔️ Shaman 🔵 Enhancement | [Ggdumpy](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/ggdumpy) |          
| 2036 | 2833 | ⚔️ Mage 🧊 Fire | [Venczel](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/venczel) |          
| 2037 | 2833 | ⚔️ Mage 🧊 Frost | [Fromcanadaqc](https://worldofwarcraft.blizzard.com/en-us/character/us/zuljin/fromcanadaqc) |          
| 2038 | 2832 | ⚔️ Mage 🧊 Frost | [Blinkys](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/blinkys) |          
| 2039 | 2832 | ⚔️ Priest ⚪ Shadow | [Szep](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/szep) |          
| 2040 | 2832 | ⚔️ Rogue 🟡 Outlaw | [Violetrose](https://worldofwarcraft.blizzard.com/en-us/character/us/kelthuzad/violetrose) |          
| 2041 | 2831 | ⚔️ Hunter 🦖 Marksmanship | [Hanabanana](https://worldofwarcraft.blizzard.com/en-us/character/us/wyrmrest-accord/hanabanana) |          
| 2042 | 2831 | ⚔️ Mage 🧊 Arcane | [Nightjr](https://worldofwarcraft.blizzard.com/en-us/character/us/blackrock/nightjr) |          
| 2043 | 2831 | ⚔️ Priest ⚪ Shadow | [Eunu](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/eunu) |          
| 2044 | 2830 | ⚔️ Deathknight ⚪ Unholy | [Éternalnight](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/éternalnight) |          
| 2045 | 2830 | ❤️‍🩹 Druid 🟠 Restoration | [Kdruthree](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/kdruthree) |          
| 2046 | 2830 | ⚔️ Hunter 🦖 Survival | [Huntingpack](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/huntingpack) |          
| 2047 | 2830 | ❤️‍🩹 Paladin 🌸 Holy | [Hungbelow](https://worldofwarcraft.blizzard.com/en-us/character/us/barthilas/hungbelow) |          
| 2048 | 2829 | ⚔️ Druid 🟠 Balance | [Zeromoon](https://worldofwarcraft.blizzard.com/en-us/character/us/frostmourne/zeromoon) |          
| 2049 | 2829 | ⚔️ Druid 🟠 Feral | [Shaney](https://worldofwarcraft.blizzard.com/en-us/character/us/zuljin/shaney) |          
| 2050 | 2829 | ⚔️ Evoker 🐉 Devastation | [Kinndyvoker](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/kinndyvoker) |          
| 2051 | 2829 | ❤️‍🩹 Evoker 🐉 Preservation | [Mkdir](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/mkdir) |          
| 2052 | 2829 | ❤️‍🩹 Evoker 🐉 Preservation | [Rezeal](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/rezeal) |          
| 2053 | 2828 | ⚔️ Demonhunter 🐉 Havoc | [Sucia](https://worldofwarcraft.blizzard.com/en-us/character/us/khaz-modan/sucia) |          
| 2054 | 2828 | ❤️‍🩹 Druid 🟠 Restoration | [Dudarubert](https://worldofwarcraft.blizzard.com/en-us/character/us/azralon/dudarubert) |          
| 2055 | 2827 | ❤️‍🩹 Druid 🟠 Restoration | [Håbibi](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/håbibi) |          
| 2056 | 2827 | ❤️‍🩹 Evoker 🐉 Preservation | [Sheepstealer](https://worldofwarcraft.blizzard.com/en-us/character/us/shuhalo/sheepstealer) |          
| 2057 | 2827 | ⚔️ Monk 🍺 Windwalker | [Tag](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/tag) |          
| 2058 | 2827 | ❤️‍🩹 Paladin 🌸 Holy | [Novoice](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/novoice) |          
| 2059 | 2827 | ⚔️ Rogue 🟡 Assassination | [Xiaochulol](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/xiaochulol) |          
| 2060 | 2826 | ⚔️ Deathknight 🟡 Unholy | [Dipidk](https://worldofwarcraft.blizzard.com/en-us/character/us/proudmoore/dipidk) |          
| 2061 | 2826 | ⚔️ Deathknight 🟡 Unholy | [Qinshihuang](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/qinshihuang) |          
| 2062 | 2826 | ❤️‍🩹 Druid 🟠 Restoration | [Sproutd](https://worldofwarcraft.blizzard.com/en-us/character/us/azgalor/sproutd) |          
| 2063 | 2826 | ⚔️ Hunter 🦖 Survival | [Covlolzz](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/covlolzz) |          
| 2064 | 2826 | ⚔️ Mage 🧊 Frost | [Kyphosis](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/kyphosis) |          
| 2065 | 2825 | ⚔️ Hunter 🦖 Marksmanship | [Pouncedgg](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/pouncedgg) |          
| 2066 | 2825 | ⚔️ Warlock 🔮 Affliction | [Mommytyrant](https://worldofwarcraft.blizzard.com/en-us/character/us/proudmoore/mommytyrant) |          
| 2067 | 2824 | ⚔️ Druid 🟠 Feral | [Dangersweg](https://worldofwarcraft.blizzard.com/en-us/character/us/frostmourne/dangersweg) |          
| 2068 | 2824 | ⚔️ Mage 🧊 Frost | [Radley](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/radley) |          
| 2069 | 2824 | ❤️‍🩹 Priest ⚪ Holy | [Natoshi](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/natoshi) |          
| 2070 | 2823 | ⚔️ Mage 🧊 Arcane | [Spectrê](https://worldofwarcraft.blizzard.com/en-us/character/us/kelthuzad/spectrê) |          
| 2071 | 2822 | ❤️‍🩹 Druid 🟠 Restoration | [Gotheelsx](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/gotheelsx) |          
| 2072 | 2822 | ⚔️ Shaman 🔵 Enhancement | [Goonbagx](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/goonbagx) |          
| 2073 | 2821 | ⚔️ Druid 🟠 Balance | [Flapping](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/flapping) |          
| 2074 | 2821 | ❤️‍🩹 Druid 🟠 Restoration | [Nomipo](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/nomipo) |          
| 2075 | 2821 | ⚔️ Priest ⚪ Shadow | [Marlboromama](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/marlboromama) |          
| 2076 | 2821 | ⚔️ Priest ⚪ Shadow | [Mmrassassin](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/mmrassassin) |          
| 2077 | 2820 | ⚔️ Mage 🧊 Arcane | [Còwabunga](https://worldofwarcraft.blizzard.com/en-us/character/us/bleeding-hollow/còwabunga) |          
| 2078 | 2820 | ⚔️ Monk 🍺 Windwalker | [Mlngo](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/mlngo) |          
| 2079 | 2820 | ⚔️ Priest ⚪ Shadow | [Feixiaoo](https://worldofwarcraft.blizzard.com/en-us/character/us/proudmoore/feixiaoo) |          
| 2080 | 2819 | ⚔️ Demonhunter ⚪ Havoc | [Gtåte](https://worldofwarcraft.blizzard.com/en-us/character/us/azjolnerub/gtåte) |          
| 2081 | 2819 | ❤️‍🩹 Evoker 🐉 Preservation | [Crimthyr](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/crimthyr) |          
| 2082 | 2819 | ⚔️ Priest ⚪ Shadow | [Chewthefat](https://worldofwarcraft.blizzard.com/en-us/character/us/darkspear/chewthefat) |          
| 2083 | 2819 | ⚔️ Shaman 🔵 Enhancement | [Grum](https://worldofwarcraft.blizzard.com/en-us/character/us/zuljin/grum) |          
| 2084 | 2818 | ⚔️ Deathknight 🔵 Unholy | [Wenyl](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/wenyl) |          
| 2085 | 2818 | ⚔️ Mage 🧊 Frost | [Opisop](https://worldofwarcraft.blizzard.com/en-us/character/us/kelthuzad/opisop) |          
| 2086 | 2817 | ⚔️ Druid 🟠 Feral | [Nïm](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/nïm) |          
| 2087 | 2817 | ❤️‍🩹 Druid 🟠 Restoration | [Sosaform](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/sosaform) |          
| 2088 | 2817 | ⚔️ Monk 🍺 Windwalker | [Kagebunshin](https://worldofwarcraft.blizzard.com/en-us/character/us/kelthuzad/kagebunshin) |          
| 2089 | 2817 | ❤️‍🩹 Paladin 🌸 Holy | [Toonahz](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/toonahz) |          
| 2090 | 2817 | ⚔️ Rogue 🟡 Assassination | [Airi](https://worldofwarcraft.blizzard.com/en-us/character/us/darkspear/airi) |          
| 2091 | 2817 | ⚔️ Shaman 🔵 Enhancement | [Electrix](https://worldofwarcraft.blizzard.com/en-us/character/us/moonrunner/electrix) |          
| 2092 | 2816 | ⚔️ Deathknight 🔵 Unholy | [Wansuiye](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/wansuiye) |          
| 2093 | 2816 | ⚔️ Druid 🟠 Feral | [Ivangamaz](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/ivangamaz) |          
| 2094 | 2816 | ⚔️ Mage 🧊 Arcane | [Tonld](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/tonld) |          
| 2095 | 2816 | ⚔️ Shaman 🔵 Enhancement | [Furious](https://worldofwarcraft.blizzard.com/en-us/character/us/frostmourne/furious) |          
| 2096 | 2815 | ⚔️ Druid 🟠 Feral | [Neksir](https://worldofwarcraft.blizzard.com/en-us/character/us/ragnaros/neksir) |          
| 2097 | 2815 | ❤️‍🩹 Paladin 🌸 Holy | [Airbad](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/airbad) |          
| 2098 | 2814 | ⚔️ Druid 🟠 Balance | [Brixzy](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/brixzy) |          
| 2099 | 2814 | ❤️‍🩹 Druid 🟠 Restoration | [Ninzor](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/ninzor) |          
| 2100 | 2814 | ⚔️ Mage 🧊 Frost | [Dopamine](https://worldofwarcraft.blizzard.com/en-us/character/us/shattered-halls/dopamine) |          
| 2101 | 2814 | ⚔️ Priest ⚪ Shadow | [Dream](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/dream) |          
| 2102 | 2814 | ⚔️ Rogue 🟡 Subtlety | [Ymxxworld](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/ymxxworld) |          
| 2103 | 2813 | ❤️‍🩹 Druid 🟠 Restoration | [Gilysel](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/gilysel) |          
| 2104 | 2813 | ⚔️ Monk 🍺 Windwalker | [Gobbytime](https://worldofwarcraft.blizzard.com/en-us/character/us/frostmourne/gobbytime) |          
| 2105 | 2813 | ⚔️ Rogue 🟡 Assassination | [Vanguârds](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/vanguârds) |          
| 2106 | 2813 | ⚔️ Rogue 🟡 Subtlety | [Coldx](https://worldofwarcraft.blizzard.com/en-us/character/us/darkspear/coldx) |          
| 2107 | 2812 | ❤️‍🩹 Evoker 🐉 Preservation | [Kycaka](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/kycaka) |          
| 2108 | 2812 | ⚔️ Mage 🧊 Fire | [Horoba](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/horoba) |          
| 2109 | 2812 | ⚔️ Monk 🍺 Windwalker | [Tenchijin](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/tenchijin) |          
| 2110 | 2812 | ⚔️ Warlock 🔮 Affliction | [Woahlock](https://worldofwarcraft.blizzard.com/en-us/character/us/thrall/woahlock) |          
| 2111 | 2811 | ⚔️ Demonhunter 🔮 Havoc | [Orgasmia](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/orgasmia) |          
| 2112 | 2810 | ⚔️ Monk 🍺 Windwalker | [Zug](https://worldofwarcraft.blizzard.com/en-us/character/us/zuluhed/zug) |          
| 2113 | 2810 | ⚔️ Monk 🍺 Windwalker | [Flokiww](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/flokiww) |          
| 2114 | 2810 | ⚔️ Shaman 🔵 Enhancement | [Vanhalestorm](https://worldofwarcraft.blizzard.com/en-us/character/us/frostmourne/vanhalestorm) |          
| 2115 | 2810 | ⚔️ Shaman 🔵 Enhancement | [Vexingly](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/vexingly) |          
| 2116 | 2809 | ⚔️ Deathknight 🔵 Unholy | [Geomdae](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/geomdae) |          
| 2117 | 2809 | ⚔️ Demonhunter 🔵 Havoc | [Seorae](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/seorae) |          
| 2118 | 2809 | ⚔️ Demonhunter 🔵 Havoc | [Azzidance](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/azzidance) |          
| 2119 | 2809 | ❤️‍🩹 Evoker 🐉 Preservation | [Yunex](https://worldofwarcraft.blizzard.com/en-us/character/us/barthilas/yunex) |          
| 2120 | 2809 | ⚔️ Mage 🧊 Frost | [Juniel](https://worldofwarcraft.blizzard.com/en-us/character/us/bleeding-hollow/juniel) |          
| 2121 | 2809 | ⚔️ Monk 🍺 Windwalker | [Singsòng](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/singsòng) |          
| 2122 | 2809 | ⚔️ Warlock 🔮 Affliction | [Wardyn](https://worldofwarcraft.blizzard.com/en-us/character/us/dragonmaw/wardyn) |          
| 2123 | 2808 | ⚔️ Demonhunter 🔮 Havoc | [Nnightblade](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/nnightblade) |          
| 2124 | 2808 | ⚔️ Demonhunter 🔮 Havoc | [Abduragozik](https://worldofwarcraft.blizzard.com/en-us/character/us/stormrage/abduragozik) |          
| 2125 | 2808 | ⚔️ Demonhunter 🔮 Havoc | [Felz](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/felz) |          
| 2126 | 2808 | ❤️‍🩹 Druid 🟠 Restoration | [Pasolar](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/pasolar) |          
| 2127 | 2807 | ⚔️ Hunter 🦖 Marksmanship | [Destrumz](https://worldofwarcraft.blizzard.com/en-us/character/us/zuljin/destrumz) |          
| 2128 | 2807 | ⚔️ Warlock 🔮 Affliction | [Baxmoney](https://worldofwarcraft.blizzard.com/en-us/character/us/malganis/baxmoney) |          
| 2129 | 2806 | ❤️‍🩹 Druid 🟠 Restoration | [Roraex](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/roraex) |          
| 2130 | 2805 | ⚔️ Druid 🟠 Feral | [Ghostboy](https://worldofwarcraft.blizzard.com/en-us/character/us/zuljin/ghostboy) |          
| 2131 | 2805 | ❤️‍🩹 Evoker 🐉 Preservation | [Saintpablox](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/saintpablox) |          
| 2132 | 2804 | ⚔️ Deathknight 🐉 Frost | [Howcanshe](https://worldofwarcraft.blizzard.com/en-us/character/us/bleeding-hollow/howcanshe) |          
| 2133 | 2804 | ⚔️ Druid 🟠 Balance | [Cti](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/cti) |          
| 2134 | 2804 | ⚔️ Priest ⚪ Shadow | [Rkn](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/rkn) |          
| 2135 | 2803 | ⚔️ Druid 🟠 Feral | [Farestaff](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/farestaff) |          
| 2136 | 2803 | ⚔️ Hunter 🦖 Survival | [Traptations](https://worldofwarcraft.blizzard.com/en-us/character/us/sargeras/traptations) |          
| 2137 | 2803 | ⚔️ Hunter 🦖 Survival | [Ikiteforfood](https://worldofwarcraft.blizzard.com/en-us/character/us/zuljin/ikiteforfood) |          
| 2138 | 2803 | ❤️‍🩹 Paladin 🌸 Holy | [Elisted](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/elisted) |          
| 2139 | 2803 | ⚔️ Warlock 🔮 Affliction | [Zithlord](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/zithlord) |          
| 2140 | 2802 | ⚔️ Mage 🧊 Frost | [Annarrkee](https://worldofwarcraft.blizzard.com/en-us/character/us/moon-guard/annarrkee) |          
| 2141 | 2802 | ⚔️ Priest ⚪ Shadow | [Heheheg](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/heheheg) |          
| 2142 | 2801 | ⚔️ Deathknight ⚪ Unholy | [Vexillology](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/vexillology) |          
| 2143 | 2801 | ⚔️ Druid 🟠 Feral | [Søme](https://worldofwarcraft.blizzard.com/en-us/character/us/nemesis/søme) |          
| 2144 | 2801 | ❤️‍🩹 Paladin 🌸 Holy | [Repgodx](https://worldofwarcraft.blizzard.com/en-us/character/us/illidan/repgodx) |          
| 2145 | 2799 | ⚔️ Deathknight 🌸 Unholy | [Zac](https://worldofwarcraft.blizzard.com/en-us/character/us/malganis/zac) |          
| 2146 | 2799 | ⚔️ Deathknight 🌸 Unholy | [Obítoúchíwa](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/obítoúchíwa) |          
| 2147 | 2799 | ⚔️ Monk 🍺 Windwalker | [Kfchi](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/kfchi) |          
| 2148 | 2799 | ❤️‍🩹 Paladin 🌸 Holy | [Maaxxee](https://worldofwarcraft.blizzard.com/en-us/character/us/zuljin/maaxxee) |          
| 2149 | 2798 | ⚔️ Deathknight 🌸 Unholy | [Keator](https://worldofwarcraft.blizzard.com/en-us/character/us/tichondrius/keator) |          
| 2150 | 2798 | ⚔️ Druid 🟠 Feral | [Primalxd](https://worldofwarcraft.blizzard.com/en-us/character/us/area-52/primalxd) |          
